time,source_user,destination_user,source_computer,destination_computer,authentication_type,logon_type,authentication_orientation,success_failure,is_attack,is_failed_login,logins_per_hour,unique_destination_computers,destination_fanin,is_privileged_target,source_user_encoded,destination_computer_encoded,logon_type_encoded,authentication_type_encoded,authentication_orientation_encoded,siem_flagged_final,if_score,if_prediction,shap_value,technique_id,technique_name,tactic,confidence,action
1066814,C1888$@DOM1,C1888$@DOM1,C1888,C612,Kerberos,Network,LogOn,Success,0,0,2,10,2460,0,3710,2725,4,1,2,0,-0.0636892224991106,-1,-0.14130647993669085,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1066838,C1888$@DOM1,C1888$@DOM1,C1888,C457,Kerberos,Network,LogOn,Success,0,0,3,10,2203,0,3710,2441,4,1,2,0,-0.0636892224991106,-1,-0.14130647993669085,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1067448,C1888$@DOM1,C1888$@DOM1,C1888,C706,Kerberos,Network,LogOn,Success,0,0,4,10,570,0,3710,2920,4,1,2,0,-0.0636892224991106,-1,-0.14130647993669085,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1067479,C1888$@DOM1,C1888$@DOM1,C1888,C706,Kerberos,Network,LogOn,Success,0,0,5,10,570,0,3710,2920,4,1,2,0,-0.0636892224991106,-1,-0.14130647993669085,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1063254,C18902$@DOM1,C18902$@DOM1,C18902,C625,Kerberos,Network,LogOn,Success,0,0,1,7,2464,0,3721,2751,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1063383,C18902$@DOM1,C18902$@DOM1,C586,C586,?,Network,LogOff,Success,0,0,2,7,3441,1,3721,2676,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1063398,C18902$@DOM1,C18902$@DOM1,C18902,C529,Kerberos,Network,LogOn,Success,0,0,3,7,2599,0,3721,2574,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1063932,C18902$@DOM1,C18902$@DOM1,C18902,C706,Kerberos,Network,LogOn,Success,0,0,4,7,570,0,3721,2920,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1064064,C18902$@DOM1,C18902$@DOM1,C18902,C1640,?,?,TGS,Success,0,0,5,7,232,0,3721,1015,0,0,5,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1065292,C18902$@DOM1,C18902$@DOM1,C18902,C612,Kerberos,Network,LogOn,Success,0,0,6,7,2460,0,3721,2725,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1065340,C18902$@DOM1,C18902$@DOM1,C18902,C529,Kerberos,Network,LogOn,Success,0,0,7,7,2599,0,3721,2574,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1065349,C18902$@DOM1,C18902$@DOM1,C612,C612,?,Network,LogOff,Success,0,0,8,7,2460,0,3721,2725,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1065389,C18902$@DOM1,C18902$@DOM1,C18902,C529,Kerberos,Network,LogOn,Success,0,0,9,7,2599,0,3721,2574,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1066005,C18902$@DOM1,C18902$@DOM1,C18902,C528,Kerberos,Network,LogOn,Success,0,0,10,7,2425,0,3721,2570,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1051483,C1909$@DOM1,C1909$@DOM1,C1909,C586,Kerberos,Network,LogOn,Success,0,0,1,7,3441,1,3801,2676,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1058208,C1909$@DOM1,C1909$@DOM1,C1909,C612,Kerberos,Network,LogOn,Success,0,0,1,7,2460,0,3801,2725,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1061772,C1909$@DOM1,C1909$@DOM1,C1065,C1065,NTLM,Network,LogOn,Success,0,0,2,7,2338,0,3801,128,4,6,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1063052,C1909$@DOM1,C1909$@DOM1,C467,C467,?,Network,LogOff,Success,0,0,2,7,2351,0,3801,2462,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1064832,C1909$@DOM1,C1909$@DOM1,C1909,C1065,Kerberos,Network,LogOn,Success,0,0,3,7,2338,0,3801,128,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1065398,C1909$@DOM1,C1909$@DOM1,C529,C529,?,Network,LogOff,Success,0,0,3,7,2599,0,3801,2574,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1066636,C1909$@DOM1,C1909$@DOM1,C1909,C612,Kerberos,Network,LogOn,Success,0,0,4,7,2460,0,3801,2725,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1067436,C1909$@DOM1,C1909$@DOM1,C1909,C706,Kerberos,Network,LogOn,Success,0,0,4,7,570,0,3801,2920,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1067524,C1909$@DOM1,C1909$@DOM1,C706,C706,?,Network,LogOff,Success,0,0,5,7,570,0,3801,2920,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1067618,C1909$@DOM1,C1909$@DOM1,C1909,C231,Kerberos,Network,LogOn,Success,0,0,6,7,580,0,3801,1881,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1037472,C19274$@DOM1,C19274$@DOM1,C19274,C586,Kerberos,Network,LogOn,Success,0,0,1,8,3441,1,3883,2676,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1044537,C19274$@DOM1,C19274$@DOM1,C19274,C467,NTLM,Network,LogOn,Success,0,0,1,8,2351,0,3883,2462,4,6,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1044546,C19274$@DOM1,C19274$@DOM1,C528,C528,?,Network,LogOff,Success,0,0,2,8,2425,0,3883,2570,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1051817,C19274$@DOM1,C19274$@DOM1,C19274,C231,Kerberos,Network,LogOn,Success,0,0,1,8,580,0,3883,1881,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1051818,C19274$@DOM1,C19274$@DOM1,C706,C706,?,Network,LogOff,Success,0,0,2,8,570,0,3883,2920,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1052475,C19274$@DOM1,C19274$@DOM1,C19274,C528,Kerberos,Network,LogOn,Success,0,0,3,8,2425,0,3883,2570,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1055318,C19274$@DOM1,C19274$@DOM1,C19274,C586,Kerberos,Network,LogOn,Success,0,0,4,8,3441,1,3883,2676,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1058917,C19274$@DOM1,C19274$@DOM1,C612,C612,?,Network,LogOff,Success,0,0,2,8,2460,0,3883,2725,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1058948,C19274$@DOM1,C19274$@DOM1,C19274,C457,NTLM,Network,LogOn,Success,0,0,2,8,2203,0,3883,2441,4,6,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1064672,C19274$@DOM1,C19274$@DOM1,C2106,C2106,?,Network,LogOff,Success,0,0,1,8,1402,0,3883,1714,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1064788,C19274$@DOM1,C19274$@DOM1,C2106,C2106,?,Network,LogOff,Success,0,0,2,8,1402,0,3883,1714,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1064896,C19274$@DOM1,C19274$@DOM1,C706,C706,?,Network,LogOff,Success,0,0,3,8,570,0,3883,2920,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1065169,C19274$@DOM1,C19274$@DOM1,C19274,C706,Kerberos,Network,LogOn,Success,0,0,4,8,570,0,3883,2920,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1041062,C1933$@DOM1,C1933$@DOM1,C625,C625,?,Network,LogOff,Success,0,0,1,7,2464,0,3910,2751,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1047984,C1933$@DOM1,C1933$@DOM1,C529,C529,?,Network,LogOff,Success,0,0,1,7,2599,0,3910,2574,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1051838,C1933$@DOM1,C1933$@DOM1,C1933,C467,?,?,TGS,Success,0,0,1,7,2351,0,3910,2462,0,0,5,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1051839,C1933$@DOM1,C1933$@DOM1,C1933,C586,?,?,TGS,Success,0,0,2,7,3441,1,3910,2676,0,0,5,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1052717,C1933$@DOM1,C1933$@DOM1,C1933,C586,Kerberos,Network,LogOn,Success,0,0,3,7,3441,1,3910,2676,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1057373,C1933$@DOM1,C1933$@DOM1,C625,C625,?,Network,LogOff,Success,0,0,1,7,2464,0,3910,2751,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1059031,C1933$@DOM1,C1933$@DOM1,C1065,C1065,?,Network,LogOff,Success,0,0,2,7,2338,0,3910,128,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1064975,C1933$@DOM1,C1933$@DOM1,C1933,C529,Kerberos,Network,LogOn,Success,0,0,1,7,2599,0,3910,2574,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1067445,C1933$@DOM1,C1933$@DOM1,C706,C706,?,Network,LogOff,Success,0,0,2,7,570,0,3910,2920,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1067505,C1933$@DOM1,C1933$@DOM1,C231,C231,?,Network,LogOff,Success,0,0,3,7,580,0,3910,1881,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1067575,C1933$@DOM1,C1933$@DOM1,C1933,C706,Kerberos,Network,LogOn,Success,0,0,4,7,570,0,3910,2920,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1067598,C1933$@DOM1,C1933$@DOM1,C706,C706,?,Network,LogOff,Success,0,0,5,7,570,0,3910,2920,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1037772,C1936$@DOM1,C1936$@DOM1,C1944,C1944,?,Network,LogOff,Success,0,0,1,7,4,0,3922,1517,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1039870,C1936$@DOM1,C1936$@DOM1,C1936,TGT,?,?,TGS,Success,0,0,2,7,680,0,3922,3505,0,0,5,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1040605,C1936$@DOM1,C1936$@DOM1,C1065,C1065,?,Network,LogOff,Success,0,0,3,7,2338,0,3922,128,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1040607,C1936$@DOM1,C1936$@DOM1,C457,C457,?,Network,LogOff,Success,0,0,4,7,2203,0,3922,2441,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1040625,C1936$@DOM1,C1936$@DOM1,C457,C457,?,Network,LogOff,Success,0,0,5,7,2203,0,3922,2441,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1044187,C1936$@DOM1,C1936$@DOM1,C1936,C612,Kerberos,Network,LogOn,Success,0,0,4,7,2460,0,3922,2725,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1045381,C1936$@DOM1,C1936$@DOM1,C1936,C457,Kerberos,Network,LogOn,Success,0,0,2,7,2203,0,3922,2441,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1045622,C1936$@DOM1,C1936$@DOM1,C1944,C1944,?,Network,LogOff,Success,0,0,3,7,4,0,3922,1517,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1053558,C1936$@DOM1,C1936$@DOM1,C625,C625,?,Network,LogOff,Success,0,0,1,7,2464,0,3922,2751,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1055743,C1936$@DOM1,C1936$@DOM1,C457,C457,?,Network,LogOff,Success,0,0,2,7,2203,0,3922,2441,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1062902,C1936$@DOM1,C1936$@DOM1,C1944,C1944,?,Network,LogOff,Success,0,0,1,7,4,0,3922,1517,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1062923,C1936$@DOM1,C1936$@DOM1,C1936,C625,Kerberos,Network,LogOn,Success,0,0,2,7,2464,0,3922,2751,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1065562,C1936$@DOM1,C1936$@DOM1,C528,C528,?,Network,LogOff,Success,0,0,3,7,2425,0,3922,2570,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1065749,C1936$@DOM1,C1936$@DOM1,C1936,C528,Kerberos,Network,LogOn,Success,0,0,4,7,2425,0,3922,2570,4,1,2,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1067170,C1936$@DOM1,C1936$@DOM1,C1944,C1944,?,Network,LogOff,Success,0,0,3,7,4,0,3922,1517,4,0,1,0,-0.0134292955308946,-1,-0.09104655296847483,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1041027,C2039$@DOM1,C2039$@DOM1,C529,C529,?,Network,LogOff,Success,0,0,1,8,2599,0,4304,2574,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1042288,C2039$@DOM1,C2039$@DOM1,C529,C529,?,Network,LogOff,Success,0,0,2,8,2599,0,4304,2574,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1043220,C2039$@DOM1,C2039$@DOM1,C2106,C2106,?,Network,LogOff,Success,0,0,3,8,1402,0,4304,1714,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1043537,C2039$@DOM1,C2039$@DOM1,C2039,C528,?,?,TGS,Success,0,0,4,8,2425,0,4304,2570,0,0,5,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1043543,C2039$@DOM1,C2039$@DOM1,C2039,C2039,?,Network,LogOff,Success,0,0,5,8,1,0,4304,1651,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1043544,C2039$@DOM1,SYSTEM@C2039,C2039,C2039,Negotiate,Service,LogOn,Success,0,0,6,8,1,0,4304,1651,8,7,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1043591,C2039$@DOM1,C2039$@DOM1,C2039,C529,Kerberos,Network,LogOn,Success,0,0,7,8,2599,0,4304,2574,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1043794,C2039$@DOM1,C2039$@DOM1,C529,C529,?,Network,LogOff,Success,0,0,8,8,2599,0,4304,2574,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1047442,C2039$@DOM1,C2039$@DOM1,C2039,C2039,Kerberos,Network,LogOn,Success,0,0,1,8,1,0,4304,1651,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1049305,C2039$@DOM1,C2039$@DOM1,C528,C528,?,Network,LogOff,Success,0,0,2,8,2425,0,4304,2570,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1050142,C2039$@DOM1,C2039$@DOM1,C2039,C2039,Kerberos,Network,LogOn,Success,0,0,3,8,1,0,4304,1651,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1054375,C2039$@DOM1,C2039$@DOM1,C2039,C586,Kerberos,Network,LogOn,Success,0,0,1,8,3441,1,4304,2676,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1055269,C2039$@DOM1,C2039$@DOM1,C529,C529,?,Network,LogOff,Success,0,0,2,8,2599,0,4304,2574,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1056443,C2039$@DOM1,C2039$@DOM1,C2039,C2039,Kerberos,Network,LogOn,Success,0,0,3,8,1,0,4304,1651,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1060649,C2039$@DOM1,C2039$@DOM1,C2039,C528,Kerberos,Network,LogOn,Success,0,0,1,8,2425,0,4304,2570,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1061731,C2039$@DOM1,C2039$@DOM1,C529,C529,?,Network,LogOff,Success,0,0,2,8,2599,0,4304,2574,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1062468,C2039$@DOM1,C2039$@DOM1,C2039,C529,Kerberos,Network,LogOn,Success,0,0,3,8,2599,0,4304,2574,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1063146,C2039$@DOM1,C2039$@DOM1,C529,C529,?,Network,LogOff,Success,0,0,4,8,2599,0,4304,2574,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1063653,C2039$@DOM1,C2039$@DOM1,C2039,C528,Kerberos,Network,LogOn,Success,0,0,5,8,2425,0,4304,2570,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1063958,C2039$@DOM1,C2039$@DOM1,C2039,C3758,Kerberos,Network,LogOn,Success,0,0,6,8,13,0,4304,2303,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1063960,C2039$@DOM1,C2039$@DOM1,C528,C528,?,Network,LogOff,Success,0,0,7,8,2425,0,4304,2570,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1063984,C2039$@DOM1,C2039$@DOM1,C529,C529,?,Network,LogOff,Success,0,0,8,8,2599,0,4304,2574,4,0,1,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1064214,C2039$@DOM1,C2039$@DOM1,C2039,C457,Kerberos,Network,LogOn,Success,0,0,9,8,2203,0,4304,2441,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
1064993,C2039$@DOM1,C2039$@DOM1,C2039,C625,Kerberos,Network,LogOn,Success,0,0,9,8,2464,0,4304,2751,4,1,2,0,-0.0644732827445537,-1,-0.14209054018213393,T1078,Valid Accounts,Defense Evasion,MEDIUM-LOW,"Elevated lateral movement (above baseline). Batch review recommended, not urgent."
