source_user,day,total_logons,failed_logons,successful_logons,failure_rate,success_rate,unique_destinations,unique_source_computers,unique_logon_types,batch_or_rdp_logons,network_logons,unique_auth_types,kerberos_logons,ntlm_logons,active_hours,is_attack,siem_flagged,rule1_flagged,rule2_flagged,rule3_flagged,rule4_flagged
C1480$@DOM1,12,4,0,4,0.0,1.0,2,3,1,0,4,2,3,0,3.117777777777778,0,0,0,0,0,0
C14800$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,0,1,0.9794444444444445,0,0,0,0,0,0
C14802$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,2,1,0,6.416111111111111,0,0,0,0,0,0
C14804$@DOM1,12,5,0,5,0.0,1.0,3,2,1,0,5,2,4,0,5.516944444444444,0,0,0,0,0,0
C14806$@DOM1,12,3,0,3,0.0,1.0,3,1,1,0,3,1,3,0,1.6419444444444444,0,0,0,0,0,0
C14809$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,1,0,4.071944444444444,0,0,0,0,0,0
C1481$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C14810$@DOM1,12,3,0,3,0.0,1.0,3,3,1,0,3,2,1,0,7.5325,0,0,0,0,0,0
C14812$@DOM1,12,3,0,3,0.0,1.0,3,2,1,0,3,2,2,0,8.238055555555556,0,0,0,0,0,0
C14820$@DOM1,12,4,0,4,0.0,1.0,2,3,1,0,4,2,2,0,4.814166666666667,0,0,0,0,0,0
C14825$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,1,0,2.493888888888889,0,0,0,0,0,0
C14827$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,0.1705555555555555,0,0,0,0,0,0
C14829$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C1483$@DOM1,12,2,0,2,0.0,1.0,1,1,2,0,1,2,1,0,1.970555555555556,0,0,0,0,0,0
C14831$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C14835$@DOM1,12,8,0,8,0.0,1.0,3,3,1,0,8,2,3,0,7.972222222222222,0,0,0,0,0,0
C14837$@DOM1,12,5,0,5,0.0,1.0,4,2,2,0,4,2,2,0,7.585277777777778,0,0,0,0,0,0
C14839$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,1,0,0,2.020555555555556,0,0,0,0,0,0
C1484$@DOM1,12,5,0,5,0.0,1.0,4,3,2,1,4,3,1,0,8.591944444444444,0,1,0,0,1,0
C14842$@DOM1,12,4,0,4,0.0,1.0,4,3,1,0,4,2,1,0,6.379166666666666,0,0,0,0,0,0
C14845$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C14848$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0,0,0,0,0
C1485$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,0.0336111111111111,0,0,0,0,0,0
C14850$@DOM1,12,26,0,26,0.0,1.0,4,4,2,0,23,2,8,0,8.29888888888889,0,0,0,0,0,0
C14858$@DOM1,12,7,0,7,0.0,1.0,4,3,2,0,6,2,4,0,6.403611111111111,0,0,0,0,0,0
C1486$@DOM1,12,3,0,3,0.0,1.0,3,3,1,0,3,2,1,0,7.274166666666667,0,0,0,0,0,0
C14860$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C14862$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,1,0,1.5166666666666666,0,0,0,0,0,0
C14864$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,2.048611111111111,0,0,0,0,0,0
C14866$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C14868$@DOM1,12,4,0,4,0.0,1.0,1,2,1,0,4,2,2,0,5.503055555555555,0,0,0,0,0,0
C1487$@DOM1,12,9,0,9,0.0,1.0,7,5,2,0,8,2,4,0,7.4719444444444445,0,0,0,0,0,0
C14870$@DOM1,12,5,0,5,0.0,1.0,2,2,2,0,4,2,1,0,6.479722222222223,0,0,0,0,0,0
C14872$@DOM1,12,5,0,5,0.0,1.0,2,3,1,0,5,2,1,0,5.285,0,0,0,0,0,0
C14874$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C14876$@DOM1,12,5,0,5,0.0,1.0,3,2,2,0,4,2,3,0,6.8566666666666665,0,0,0,0,0,0
C14878$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C1488$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C14884$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,2.881666666666667,0,0,0,0,0,0
C14886$@DOM1,12,6,0,6,0.0,1.0,3,3,2,0,5,2,2,0,2.5016666666666665,0,0,0,0,0,0
C14889$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,0.0047222222222222,0,0,0,0,0,0
C1489$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,2,0,5.738611111111111,0,0,0,0,0,0
C14891$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,1,0,0.0113888888888888,0,0,0,0,0,0
C149$@DOM1,12,6,0,6,0.0,1.0,2,2,2,0,5,2,2,0,6.5,0,0,0,0,0,0
C1490$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,0.9372222222222222,0,0,0,0,0,0
C14903$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,2,1,0,1.2944444444444445,0,0,0,0,0,0
C14905$@DOM1,12,3,0,3,0.0,1.0,2,2,2,0,2,1,0,0,7.223333333333334,0,0,0,0,0,0
C14907$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,1,0,4.297777777777778,0,0,0,0,0,0
C1491$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C14910$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C14913$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,2,0,0.2783333333333333,0,0,0,0,0,0
C14915$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,6.604722222222223,0,0,0,0,0,0
C14917$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,3.7591666666666663,0,0,0,0,0,0
C14919$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,1,0,0.9866666666666668,0,0,0,0,0,0
C1492$@DOM1,12,5,0,5,0.0,1.0,4,2,1,0,5,2,3,0,6.804444444444444,0,0,0,0,0,0
C14928$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,2,1,0,1.9947222222222225,0,0,0,0,0,0
C1493$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C14930$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0,0,0,0,0
C1494$@DOM1,12,8,0,8,0.0,1.0,3,3,2,0,7,2,1,0,6.500277777777778,0,0,0,0,0,0
C14940$@DOM1,12,6,0,6,0.0,1.0,2,3,1,0,6,2,3,0,5.093333333333334,0,0,0,0,0,0
C14942$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,3.97,0,0,0,0,0,0
C1495$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C14951$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,0.9944444444444444,0,0,0,0,0,0
C14954$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C14956$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,3,2,1,2.398055555555556,0,0,0,0,0,0
C1496$@DOM1,12,4,0,4,0.0,1.0,4,2,2,0,3,2,2,0,5.013055555555556,0,0,0,0,0,0
C14960$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,1,0,6.745,0,0,0,0,0,0
C14962$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C14964$@DOM1,12,5,0,5,0.0,1.0,2,1,2,0,4,3,3,1,7.5969444444444445,0,0,0,0,0,0
C14969$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,0.4361111111111111,0,0,0,0,0,0
C1497$@DOM1,12,9,0,9,0.0,1.0,6,5,1,0,9,3,4,1,6.721666666666667,0,0,0,0,0,0
C14975$@DOM1,12,3,0,3,0.0,1.0,2,3,1,0,3,2,1,0,3.1369444444444445,0,0,0,0,0,0
C1498$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,1,0,3.6,0,0,0,0,0,0
C14980$@DOM1,12,7,0,7,0.0,1.0,3,3,2,0,6,2,2,0,7.693333333333333,0,0,0,0,0,0
C14982$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,0.025,0,0,0,0,0,0
C14984$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C14987$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C14988$@DOM1,12,4,0,4,0.0,1.0,1,2,1,0,4,2,3,0,2.355555555555556,0,0,0,0,0,0
C14993$@DOM1,12,3,0,3,0.0,1.0,2,2,2,0,2,1,0,0,4.290555555555556,0,0,0,0,0,0
C14994$@DOM1,12,6,0,6,0.0,1.0,3,3,1,0,6,2,1,0,6.982777777777778,0,0,0,0,0,0
C15$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,4.3675,0,0,0,0,0,0
C150$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,2,1,0,3.368055555555556,0,0,0,0,0,0
C1500$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C15001$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,0.02,0,0,0,0,0,0
C15003$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,0,2,5.563055555555556,0,0,0,0,0,0
C1501$@DOM1,12,5,0,5,0.0,1.0,3,4,1,0,5,2,2,0,6.745,0,0,0,0,0,0
C15013$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C15016$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,1.4966666666666666,0,0,0,0,0,0
C15018$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,2,0,5.999722222222222,0,0,0,0,0,0
C1502$@DOM1,12,5,0,5,0.0,1.0,5,2,2,0,4,2,3,0,2.1591666666666667,0,0,0,0,0,0
C15020$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,2.999722222222222,0,0,0,0,0,0
C15022$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,3,1,1,3.4455555555555555,0,0,0,0,0,0
C15024$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,1.6822222222222225,0,0,0,0,0,0
C15027$@DOM1,12,3,0,3,0.0,1.0,1,1,1,0,3,1,0,0,4.761388888888889,0,0,0,0,0,0
C15028$@DOM1,12,5,0,5,0.0,1.0,4,4,2,0,4,2,1,0,3.533611111111111,0,0,0,0,0,0
C1503$@DOM1,12,16,0,16,0.0,1.0,4,4,2,0,15,2,7,0,8.369722222222222,0,0,0,0,0,0
C15030$@DOM1,12,7,0,7,0.0,1.0,3,2,2,0,6,2,2,0,6.989166666666667,0,0,0,0,0,0
C15034$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,2.2591666666666668,0,0,0,0,0,0
C15038$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C1504$@DOM1,12,4,0,4,0.0,1.0,4,1,2,0,3,2,3,0,6.682777777777778,0,0,0,0,0,0
C15047$@DOM1,12,4,0,4,0.0,1.0,3,2,1,0,4,2,3,0,2.44,0,0,0,0,0,0
C1505$@DOM1,12,5,0,5,0.0,1.0,3,3,2,0,4,2,2,0,4.7275,0,0,0,0,0,0
C15051$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C15053$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C15056$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C15057$@DOM1,12,5,0,5,0.0,1.0,3,2,1,0,5,1,5,0,7.269166666666667,0,0,0,0,0,0
C1506$@DOM1,12,4,0,4,0.0,1.0,3,2,2,0,3,2,2,0,1.9361111111111111,0,0,0,0,0,0
C15060$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C15064$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,2,0,4.286111111111111,0,0,0,0,0,0
C15068$@DOM1,12,6,0,6,0.0,1.0,2,3,1,0,6,2,3,0,7.491666666666666,0,0,0,0,0,0
C1507$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,2,3,0,3.6222222222222222,0,0,0,0,0,0
C15075$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,2.493333333333333,0,0,0,0,0,0
C15077$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C15078$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,1,0,5.990555555555556,0,0,0,0,0,0
C1508$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,3,1,1,4.559444444444445,0,0,0,0,0,0
C15082$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,1,0,3.488611111111111,0,0,0,0,0,0
C15089$@DOM1,12,5,0,5,0.0,1.0,2,1,2,0,3,2,3,0,4.000555555555556,0,0,0,0,0,0
C1509$@DOM1,12,15,0,15,0.0,1.0,3,3,2,0,10,2,1,0,8.406944444444445,0,0,0,0,0,0
C15093$@DOM1,12,4,0,4,0.0,1.0,3,2,2,0,3,2,2,0,3.515,0,0,0,0,0,0
C15095$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C15099$@DOM1,12,3,0,3,0.0,1.0,1,1,2,0,2,2,2,0,3.6775,0,0,0,0,0,0
C15108$@DOM1,12,4,0,4,0.0,1.0,2,2,2,0,3,2,1,0,6.998333333333333,0,0,0,0,0,0
C1511$@DOM1,12,6,0,6,0.0,1.0,2,3,1,0,6,2,1,0,6.817777777777778,0,0,0,0,0,0
C15114$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C15116$@DOM1,12,3,0,3,0.0,1.0,3,1,1,0,0,1,0,0,0.3444444444444444,0,0,0,0,0,0
C15119$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,4.563888888888889,0,0,0,0,0,0
C1512$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,1,0,1.965,0,0,0,0,0,0
C15120$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C15126$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,2.995277777777778,0,0,0,0,0,0
C1513$@DOM1,12,5,0,5,0.0,1.0,3,3,2,0,4,2,2,0,6.750277777777778,0,0,0,0,0,0
C15136$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,7.233333333333333,0,0,0,0,0,0
C15139$@DOM1,12,5,0,5,0.0,1.0,3,2,3,0,2,2,0,0,5.895,0,0,0,0,0,0
C1514$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,3.2319444444444443,0,0,0,0,0,0
C15143$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,0.0705555555555555,0,0,0,0,0,0
C15145$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C1515$@DOM1,12,9,0,9,0.0,1.0,4,3,2,0,8,2,2,0,6.655,0,0,0,0,0,0
C15151$@DOM1,12,3,0,3,0.0,1.0,1,1,1,0,3,1,0,0,4.474444444444444,0,0,0,0,0,0
C15154$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,2,1,0,7.035277777777778,0,0,0,0,0,0
C1516$@DOM1,12,3,0,3,0.0,1.0,2,3,1,0,3,2,1,0,3.7575,0,0,0,0,0,0
C15160$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,6.621944444444445,0,0,0,0,0,0
C15166$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C15168$@DOM1,12,4,0,4,0.0,1.0,4,4,1,0,4,2,1,0,6.1883333333333335,0,0,0,0,0,0
C15171$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,3.993888888888889,0,0,0,0,0,0
C15172$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,1,0,0,2.602222222222222,0,0,0,0,0,0
C15174$@DOM1,12,7,0,7,0.0,1.0,4,4,2,0,6,3,2,1,8.035,0,0,0,0,0,0
C15176$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,0.2416666666666666,0,0,0,0,0,0
C15178$@DOM1,12,4,0,4,0.0,1.0,3,2,1,0,4,2,3,0,6.071944444444444,0,0,0,0,0,0
C1518$@DOM1,12,3,0,3,0.0,1.0,2,3,1,0,3,2,1,0,2.3041666666666667,0,0,0,0,0,0
C15180$@DOM1,12,3,0,3,0.0,1.0,3,1,2,0,2,2,2,0,3.283333333333333,0,0,0,0,0,0
C15189$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,2,1,1,0.1386111111111111,0,0,0,0,0,0
C1519$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,5.0275,0,0,0,0,0,0
C15193$@DOM1,12,26,0,26,0.0,1.0,3,4,1,0,26,2,8,0,8.095555555555556,0,0,0,0,0,0
C15196$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C152$@DOM1,12,4,0,4,0.0,1.0,2,3,1,0,4,2,1,0,3.800555555555556,0,0,0,0,0,0
C1520$@DOM1,12,7,0,7,0.0,1.0,3,4,1,0,7,3,3,1,6.435277777777777,0,0,0,0,0,0
C15207$@DOM1,12,4,0,4,0.0,1.0,2,2,2,0,3,2,2,0,5.747777777777777,0,0,0,0,0,0
C15210$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C15216$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C15218$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,1.8180555555555555,0,0,0,0,0,0
C1522$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,4.221666666666667,0,0,0,0,0,0
C15220$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,2.486111111111111,0,0,0,0,0,0
C15224$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,2,1,0,6.603888888888889,0,0,0,0,0,0
C15226$@DOM1,12,5,0,5,0.0,1.0,2,2,2,0,4,2,3,0,6.496388888888889,0,0,0,0,0,0
C15228$@DOM1,12,3,0,3,0.0,1.0,3,1,2,0,1,2,1,0,2.126388888888889,0,0,0,0,0,0
C1523$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,6.373888888888889,0,0,0,0,0,0
C15230$@DOM1,12,4,0,4,0.0,1.0,4,1,2,0,3,2,3,0,2.123333333333333,0,0,0,0,0,0
C15232$@DOM1,12,5,0,5,0.0,1.0,3,4,1,0,5,2,2,0,3.25,0,0,0,0,0,0
C1524$@DOM1,12,4,0,4,0.0,1.0,3,2,2,0,3,2,1,0,4.901944444444444,0,0,0,0,0,0
C15242$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C15248$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,2,1,0,0.2,0,0,0,0,0,0
C1525$@DOM1,12,4,0,4,0.0,1.0,3,2,2,0,3,2,2,0,1.9852777777777777,0,0,0,0,0,0
C15252$@DOM1,12,14,0,14,0.0,1.0,2,3,1,0,14,2,5,0,0.1591666666666666,0,0,0,0,0,0
C15257$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,3,0,5.279444444444445,0,0,0,0,0,0
C1526$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,0.0063888888888888,0,0,0,0,0,0
C15260$@DOM1,12,9,0,9,0.0,1.0,5,4,2,0,8,3,4,1,6.861666666666666,0,0,0,0,0,0
C15264$@DOM1,12,13,0,13,0.0,1.0,4,3,2,0,12,2,7,0,5.997777777777777,0,0,0,0,0,0
C15266$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,2.5766666666666667,0,0,0,0,0,0
C1527$@DOM1,12,5,5,0,1.0,0.0,3,1,2,0,2,2,0,2,4.404166666666667,0,0,0,0,0,0
C15272$@DOM1,12,3,0,3,0.0,1.0,2,3,1,0,3,2,2,0,4.4527777777777775,0,0,0,0,0,0
C15276$@DOM1,12,5,0,5,0.0,1.0,3,3,1,0,5,2,1,0,6.151944444444444,0,0,0,0,0,0
C1528$@DOM1,12,8,0,8,0.0,1.0,4,3,2,0,7,3,3,1,8.019722222222223,0,0,0,0,0,0
C15283$@DOM1,12,5,0,5,0.0,1.0,4,3,1,0,5,2,3,0,3.890833333333333,0,0,0,0,0,0
C15285$@DOM1,12,5,0,5,0.0,1.0,2,2,1,0,5,1,0,0,6.305,0,0,0,0,0,0
C15288$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,1,0,6.7425,0,0,0,0,0,0
C1529$@DOM1,12,4,0,4,0.0,1.0,3,3,2,0,3,2,1,0,7.331666666666667,0,0,0,0,0,0
C15292$@DOM1,12,5,0,5,0.0,1.0,2,3,1,0,5,2,1,0,6.199166666666667,0,0,0,0,0,0
C15293$@DOM1,12,3,0,3,0.0,1.0,2,3,1,0,3,2,1,0,4.7813888888888885,0,0,0,0,0,0
C15296$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,2.4119444444444444,0,0,0,0,0,0
C153$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,0.3961111111111111,0,0,0,0,0,0
C15300$@DOM1,12,4,0,4,0.0,1.0,3,2,2,0,3,2,1,0,7.003888888888889,0,0,0,0,0,0
C15303$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C1532$@DOM1,12,6,0,6,0.0,1.0,3,2,1,0,6,2,4,0,5.215277777777778,0,0,0,0,0,0
C15321$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,3.238888888888889,0,0,0,0,0,0
C15324$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,2,1,0,4.675555555555556,0,0,0,0,0,0
C15326$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,0,1,3.8175,0,0,0,0,0,0
C15328$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,0.0783333333333333,0,0,0,0,0,0
C1533$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,1.7725,0,0,0,0,0,0
C15333$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C15335$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,5.124444444444444,0,0,0,0,0,0
C15337$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,0.2541666666666666,0,0,0,0,0,0
C15339$@DOM1,12,3,0,3,0.0,1.0,3,3,1,0,3,2,1,0,7.24,0,0,0,0,0,0
C15342$@DOM1,12,5,0,5,0.0,1.0,3,3,1,0,5,3,1,2,6.936388888888889,0,0,0,0,0,0
C15345$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C15348$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C1535$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,2,0,1,5.517777777777778,0,0,0,0,0,0
C15351$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C15356$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C1536$@DOM1,12,9,0,9,0.0,1.0,4,4,1,0,9,2,5,0,5.801666666666667,0,0,0,0,0,0
C15366$@DOM1,12,3,0,3,0.0,1.0,3,2,1,0,3,2,2,0,5.2813888888888885,0,0,0,0,0,0
C1537$@DOM1,12,20,0,20,0.0,1.0,4,2,1,0,20,3,8,1,7.715833333333333,0,0,0,0,0,0
C15370$@DOM1,12,3,0,3,0.0,1.0,2,1,1,0,3,1,3,0,5.922777777777778,0,0,0,0,0,0
C15371$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0,0,0,0,0
C15372$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,6.295833333333333,0,0,0,0,0,0
C15374$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
C15378$@DOM1,12,7,0,7,0.0,1.0,4,3,2,0,5,2,3,0,5.518055555555556,0,0,0,0,0,0
C1538$@DOM1,12,6,0,6,0.0,1.0,3,3,2,0,5,2,2,0,3.585,0,0,0,0,0,0
C15384$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C1539$@DOM1,12,3,0,3,0.0,1.0,3,2,1,0,3,2,0,1,3.8361111111111112,0,0,0,0,0,0
C15390$@DOM1,12,3,0,3,0.0,1.0,3,3,2,0,2,1,0,0,0.5136111111111111,0,0,0,0,0,0
C15394$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,2,0,3.740833333333333,0,0,0,0,0,0
C15399$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C154$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C1540$@DOM1,12,22,0,22,0.0,1.0,3,3,1,0,22,3,9,1,7.648888888888889,0,0,0,0,0,0
C15403$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C1541$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0
C15410$@DOM1,12,4,0,4,0.0,1.0,2,2,2,0,3,2,2,0,7.506666666666667,0,0,0,0,0,0
C15412$@DOM1,12,6,0,6,0.0,1.0,3,3,2,0,4,2,1,0,7.7175,0,0,0,0,0,0
