total_logons,failed_logons,failure_rate,unique_destinations,unique_source_computers,unique_logon_types,batch_or_rdp_logons,network_logons,unique_auth_types,kerberos_logons,ntlm_logons,active_hours
3,0,0.0,2,2,2,0,2,1,0,0,2.3044444444444445
2,0,0.0,1,2,2,0,0,1,0,0,0.03333333333333333
5,0,0.0,2,2,1,0,5,2,3,0,3.2744444444444443
6,0,0.0,3,3,1,0,6,2,3,0,6.430833333333333
2,0,0.0,2,2,1,0,2,2,1,0,0.09805555555555556
2,0,0.0,2,2,1,0,2,2,1,0,4.038333333333333
4,0,0.0,2,3,1,0,4,3,1,1,5.306666666666667
3,0,0.0,3,2,2,0,2,3,0,1,0.065
5,0,0.0,3,4,1,0,5,2,0,1,7.213055555555556
1,0,0.0,1,1,1,0,0,1,0,0,0.0
5,0,0.0,2,3,1,0,5,3,2,1,7.349722222222222
1,0,0.0,1,1,1,0,1,1,0,0,0.0
5,0,0.0,4,3,2,0,4,2,1,0,7.991944444444444
3,0,0.0,1,2,1,0,3,2,2,0,3.2983333333333333
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,2,2,0,1,1,0,0,0.008055555555555555
3,0,0.0,2,3,1,0,3,2,1,0,0.06166666666666667
2,0,0.0,2,2,2,0,1,1,0,0,0.0033333333333333335
2,0,0.0,1,1,1,0,2,1,0,0,1.9327777777777777
3,0,0.0,1,2,1,0,3,2,1,0,3.9611111111111112
3,0,0.0,2,3,1,0,3,2,1,0,2.077777777777778
2,0,0.0,2,2,1,0,2,1,0,0,1.0233333333333334
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,3,3,1,0,3,2,1,0,2.7447222222222223
6,0,0.0,4,4,1,0,6,2,2,0,7.66
4,0,0.0,4,1,2,0,3,2,3,0,5.304444444444444
7,0,0.0,2,3,1,0,7,3,1,1,7.01
1,0,0.0,1,1,1,0,1,1,1,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
5,0,0.0,2,2,2,0,4,2,3,0,6.4275
5,0,0.0,3,2,1,0,5,2,4,0,7.046666666666667
5,0,0.0,1,2,1,0,5,2,3,0,5.370833333333334
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,2,2,0,1,1,0,0,0.5586111111111111
3,0,0.0,1,1,1,0,3,1,3,0,2.182777777777778
2,0,0.0,2,2,1,0,2,1,0,0,1.868611111111111
7,0,0.0,4,4,2,0,6,3,1,0,6.350833333333333
4,0,0.0,4,3,2,0,3,2,1,0,0.2475
3,0,0.0,1,2,1,0,3,2,2,0,4.238611111111111
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,2,2,2,0,2,1,0,0,6.48
4,0,0.0,3,2,2,0,2,3,1,0,0.07055555555555555
6,0,0.0,3,3,2,0,4,2,2,0,7.483055555555556
6,0,0.0,2,2,1,0,6,2,2,0,7.989722222222222
5,0,0.0,2,2,1,0,5,2,2,0,6.853888888888889
5,0,0.0,2,2,1,0,5,2,2,0,8.273888888888889
4,0,0.0,2,2,2,0,3,2,1,0,3.5858333333333334
4,0,0.0,3,3,1,0,4,3,1,1,0.20277777777777778
4,0,0.0,3,3,1,0,4,2,2,0,7.499722222222222
4,0,0.0,3,3,2,0,3,1,0,0,8.000277777777777
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,2,2,1,0,2,1,2,0,5.352222222222222
5,0,0.0,1,2,1,0,5,2,1,0,3.7708333333333335
2,0,0.0,1,1,1,0,2,1,2,0,5.239722222222222
3,0,0.0,3,2,2,0,2,2,1,0,7.5344444444444445
2,0,0.0,2,2,2,0,1,1,0,0,0.39361111111111113
2,0,0.0,1,2,1,0,2,2,0,1,3.210277777777778
5,0,0.0,5,2,1,0,5,2,4,0,6.363333333333333
2,0,0.0,2,1,1,0,2,1,2,0,2.5661111111111112
6,0,0.0,3,3,2,0,5,2,2,0,5.084444444444444
8,0,0.0,6,3,2,0,7,3,3,1,7.503611111111111
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,2,2,2,0,1,1,0,0,8.034444444444444
2,0,0.0,1,2,1,0,2,2,1,0,1.0161111111111112
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,1,0,0.0
1,0,0.0,1,1,1,0,1,1,0,1,0.0
6,0,0.0,3,2,2,0,5,2,3,0,4.947222222222222
1,0,0.0,1,1,1,0,0,1,0,0,0.0
4,0,0.0,2,2,2,0,3,2,1,0,6.388888888888889
9,0,0.0,8,5,3,0,7,3,2,0,7.768888888888889
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,1,1,1,0,2,1,0,0,4.9925
2,0,0.0,2,1,1,0,2,2,1,1,3.9105555555555553
4,0,0.0,2,3,1,0,4,2,1,0,0.2425
3,0,0.0,2,2,1,0,3,2,2,0,5.4863888888888885
4,0,0.0,2,2,3,0,2,3,1,0,5.257777777777778
2,0,0.0,1,2,1,0,2,2,1,0,0.004166666666666667
2,0,0.0,2,1,2,0,1,2,1,0,5.319166666666667
2,0,0.0,2,2,1,0,2,2,1,0,3.593888888888889
1,0,0.0,1,1,1,0,1,1,0,0,0.0
4,0,0.0,2,2,1,0,4,3,2,1,4.761666666666667
4,0,0.0,1,2,1,0,4,2,2,0,3.3691666666666666
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,3,3,2,0,2,1,0,0,7.206388888888889
5,0,0.0,4,4,2,0,4,1,0,0,1.7619444444444445
3,0,0.0,2,1,2,0,2,2,2,0,0.09055555555555556
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,0,1,0,0,0.0
6,0,0.0,3,4,1,0,6,2,2,0,6.161388888888889
2,0,0.0,2,2,1,0,2,1,0,0,1.975
2,0,0.0,2,2,2,0,1,1,0,0,0.1275
8,0,0.0,5,4,2,0,7,3,2,0,6.046666666666667
4,0,0.0,3,2,2,0,3,3,2,0,6.3244444444444445
10,0,0.0,4,4,2,0,7,2,3,0,8.428333333333333
4,0,0.0,4,1,1,0,4,2,3,0,7.213611111111111
4,0,0.0,3,2,2,0,3,2,1,0,3.7069444444444444
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,2,1,0,2,1,0,0,5.0311111111111115
2,0,0.0,2,2,1,0,2,2,1,0,0.39805555555555555
4,0,0.0,3,2,2,0,3,2,0,1,4.9125
2,0,0.0,2,1,1,0,2,1,2,0,3.6758333333333333
5,0,0.0,2,2,1,0,5,3,3,1,6.764722222222222
4,0,0.0,3,1,2,0,3,2,3,0,5.934722222222222
3,0,0.0,3,2,1,0,3,2,2,0,7.350555555555555
3,0,0.0,1,1,1,0,3,1,0,0,1.063611111111111
6,0,0.0,4,3,1,0,6,3,3,1,8.016111111111112
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,1,1,1,0,2,1,0,0,7.750555555555556
2,0,0.0,2,2,1,0,2,2,1,0,0.10055555555555555
3,0,0.0,2,2,2,0,2,2,1,0,4.252222222222223
11,0,0.0,4,3,2,0,10,2,7,0,7.023055555555556
3,0,0.0,3,2,1,0,3,3,1,1,0.9961111111111111
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,2,2,0,1,1,0,0,1.6883333333333332
2,0,0.0,2,2,1,0,2,2,1,0,0.008888888888888889
6,0,0.0,4,4,1,0,6,2,2,0,6.7525
3,0,0.0,2,2,1,0,3,3,1,1,3.1266666666666665
3,0,0.0,3,1,1,0,3,2,2,0,1.2369444444444444
3,0,0.0,3,2,2,0,2,2,1,0,0.4666666666666667
2,0,0.0,2,2,1,0,2,2,1,0,3.2475
4,0,0.0,3,3,2,0,3,2,0,1,0.14472222222222222
2,0,0.0,2,2,1,0,2,1,0,0,0.006666666666666667
2,0,0.0,2,2,1,0,2,2,1,0,7.1177777777777775
2,0,0.0,2,2,1,0,2,1,0,0,0.0575
4,0,0.0,3,3,2,0,2,2,1,0,5.3694444444444445
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,1,2,1,0,2,2,1,0,3.258611111111111
3,0,0.0,3,3,1,0,3,1,0,0,0.25972222222222224
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,1,1,1,0,2,1,0,0,5.494722222222222
5,0,0.0,3,2,3,0,3,3,0,2,6.666111111111111
3,0,0.0,2,3,1,0,3,2,1,0,7.012222222222222
2,0,0.0,2,1,1,0,2,1,2,0,2.1725
2,0,0.0,1,2,1,0,2,2,1,0,0.48527777777777775
4,0,0.0,2,2,1,0,4,2,3,0,4.755833333333333
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,3,2,1,0,3,2,2,0,5.981388888888889
2,0,0.0,2,1,1,0,2,2,1,1,6.660277777777778
1,0,0.0,1,1,1,0,1,1,1,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,1,1,0,2,1,2,0,2.331111111111111
3,0,0.0,2,2,1,0,3,2,1,0,5.112222222222222
4,0,0.0,2,1,1,0,4,1,4,0,3.667777777777778
3,0,0.0,3,2,2,0,2,3,0,1,7.971111111111111
4,0,0.0,2,3,1,0,4,2,1,0,5.513333333333334
2,0,0.0,2,1,2,0,1,2,1,0,5.595277777777778
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,1,0,0.0
1,0,0.0,1,1,1,0,1,1,1,0,0.0
4,0,0.0,3,2,1,0,4,2,3,0,5.993055555555555
4,0,0.0,3,3,2,0,3,1,0,0,5.002777777777778
1,0,0.0,1,1,1,0,0,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,2,3,1,0,3,2,2,0,1.6230555555555555
1,0,0.0,1,1,1,0,1,1,1,0,0.0
4,0,0.0,4,1,2,0,2,3,1,1,5.297777777777778
2,0,0.0,2,2,1,0,2,1,0,0,2.9922222222222223
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,1,2,1,0,3,2,1,0,2.737222222222222
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,3,3,1,0,3,2,2,0,5.466111111111111
2,0,0.0,1,1,1,0,2,1,0,0,1.7558333333333334
4,0,0.0,2,2,1,0,4,1,0,0,6.560277777777777
3,0,0.0,3,2,1,0,3,2,2,0,6.3036111111111115
6,0,0.0,5,5,1,0,6,2,2,0,6.012222222222222
2,0,0.0,2,2,1,0,2,2,1,0,3.8805555555555555
1,0,0.0,1,1,1,0,0,1,0,0,0.0
6,0,0.0,3,3,2,0,5,3,2,1,8.459166666666667
3,0,0.0,1,2,1,0,3,2,1,0,1.9883333333333333
5,0,0.0,3,3,2,0,3,1,0,0,3.6575
3,0,0.0,2,3,1,0,3,2,1,0,3.249722222222222
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,2,2,1,0,2,2,1,0,0.004166666666666667
3,0,0.0,1,2,2,0,2,1,0,0,1.4877777777777779
2,0,0.0,2,2,1,0,2,1,0,0,8.236666666666666
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,2,1,0,2,2,1,0,0.016666666666666666
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,2,2,1,0,3,2,2,0,6.148888888888889
3,0,0.0,1,2,1,0,3,2,2,0,5.044444444444444
5,0,0.0,2,3,1,0,5,2,2,0,7.753888888888889
2,0,0.0,2,2,2,0,1,1,0,0,0.11527777777777778
3,0,0.0,3,2,2,0,1,1,0,0,0.034166666666666665
2,0,0.0,1,2,1,0,2,2,1,0,2.004722222222222
1,0,0.0,1,1,1,0,1,1,0,0,0.0
4,0,0.0,2,3,1,0,4,2,2,0,3.096111111111111
3,0,0.0,2,3,1,0,3,2,1,0,1.9236111111111112
6,0,0.0,5,2,2,0,5,2,4,0,6.282222222222222
8,0,0.0,2,3,1,0,8,3,4,1,7.147222222222222
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,3,3,2,0,2,1,0,0,0.055
2,0,0.0,1,1,1,0,2,1,2,0,6.4030555555555555
2,0,0.0,2,1,2,0,1,2,0,1,1.9747222222222223
3,0,0.0,2,1,1,0,3,1,3,0,4.315
6,0,0.0,3,3,2,0,5,2,3,0,7.96
1,0,0.0,1,1,1,0,1,1,0,0,0.0
4,0,0.0,2,2,2,0,1,1,0,0,5.39
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,1,1,1,0,3,1,0,0,6.499722222222222
3,0,0.0,2,3,1,0,3,2,1,0,5.7491666666666665
1,0,0.0,1,1,1,0,1,1,0,0,0.0
5,0,0.0,3,5,2,0,4,3,2,0,5.818611111111111
2,0,0.0,2,1,2,0,1,2,1,0,5.769722222222223
4,0,0.0,4,4,1,0,4,1,0,0,1.7455555555555555
5,0,0.0,2,3,2,0,3,1,0,0,7.902777777777778
3,0,0.0,3,3,2,0,2,1,0,0,5.283333333333333
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,1,2,1,0,2,2,1,0,2.513333333333333
5,0,0.0,2,3,1,0,5,2,2,0,3.6825
3,0,0.0,1,1,1,0,3,1,0,0,6.841944444444445
6,0,0.0,3,2,1,0,6,2,5,0,6.588611111111111
2,0,0.0,2,2,2,0,1,1,0,0,0.0033333333333333335
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,1,1,1,0,3,1,0,0,5.0
2,0,0.0,1,1,1,0,2,1,0,0,6.503055555555555
2,0,0.0,1,2,1,0,2,2,1,0,1.2466666666666666
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,1,1,2,0,2,2,2,0,1.043611111111111
6,0,0.0,3,4,1,0,6,2,3,0,7.134722222222222
3,0,0.0,3,2,3,0,1,2,0,0,1.351388888888889
2,0,0.0,2,2,2,0,1,1,0,0,0.17527777777777778
3,0,0.0,2,2,2,0,2,2,1,0,1.8558333333333332
3,0,0.0,3,3,2,0,2,1,0,0,5.7427777777777775
2,0,0.0,2,1,1,0,2,2,1,1,6.779166666666667
1,0,0.0,1,1,1,0,1,1,1,0,0.0
4,0,0.0,2,2,1,0,4,3,2,1,5.2572222222222225
7,0,0.0,4,5,1,0,7,3,3,1,7.509722222222222
1,0,0.0,1,1,1,0,1,1,1,0,0.0
5,0,0.0,4,3,1,0,5,2,3,0,0.4111111111111111
2,0,0.0,1,1,1,0,2,1,0,0,4.833333333333333
4,0,0.0,4,3,2,0,3,2,2,0,5.517222222222222
4,0,0.0,2,3,1,0,4,2,2,0,7.083055555555555
5,0,0.0,3,4,2,0,4,2,1,0,6.766388888888889
5,0,0.0,2,2,1,0,5,2,3,0,3.181111111111111
21,0,0.0,3,3,1,0,21,3,11,1,7.5925
2,0,0.0,1,1,1,0,2,1,2,0,0.9002777777777777
4,0,0.0,2,2,3,0,2,2,0,0,8.425277777777778
2,0,0.0,2,1,2,0,1,2,0,1,3.766111111111111
3,0,0.0,2,2,1,0,3,2,2,0,8.024722222222222
2,0,0.0,1,2,1,0,2,2,1,0,2.688888888888889
1,0,0.0,1,1,1,0,1,1,0,0,0.0
5,0,0.0,2,2,2,0,3,2,2,0,6.497222222222222
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,2,1,0,2,1,0,0,1.8858333333333333
6,0,0.0,4,3,2,0,5,2,1,0,6.414166666666667
3,0,0.0,3,3,2,0,2,1,0,0,0.012777777777777779
1,0,0.0,1,1,1,0,0,1,0,0,0.0
1,0,0.0,1,1,1,0,0,1,0,0,0.0
10,0,0.0,3,2,1,0,10,3,8,1,6.520833333333333
4,0,0.0,3,2,1,0,4,2,3,0,7.081666666666667
2,0,0.0,1,1,1,0,2,1,0,0,3.707777777777778
3,0,0.0,1,2,2,0,1,1,0,0,3.0116666666666667
2,0,0.0,2,2,1,0,2,1,0,0,5.501111111111111
3,0,0.0,3,3,2,0,2,2,0,0,4.421944444444445
6,0,0.0,4,3,2,0,5,2,1,0,4.229444444444445
4,0,0.0,2,3,1,0,4,2,2,0,0.12861111111111112
7,0,0.0,4,3,1,0,7,2,4,0,8.579166666666667
4,0,0.0,3,3,1,0,4,2,1,0,5.520277777777777
5,0,0.0,3,4,1,0,5,2,1,0,4.628333333333333
4,0,0.0,2,2,1,0,4,1,0,0,6.741666666666666
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,3,3,1,0,3,2,1,0,1.2572222222222222
6,0,0.0,4,4,2,0,5,1,0,0,4.815555555555555
5,0,0.0,4,2,1,0,5,2,3,0,7.7825
4,0,0.0,4,2,2,0,3,2,2,0,1.1741666666666666
4,0,0.0,2,3,1,0,4,2,2,0,7.4075
5,0,0.0,4,3,2,0,4,4,1,1,5.125555555555556
4,0,0.0,3,3,1,0,4,2,3,0,6.9911111111111115
3,0,0.0,2,3,1,0,3,2,1,0,0.9086111111111111
2,0,0.0,2,2,2,0,1,2,0,0,0.105
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,2,1,2,0,1,2,1,0,3.750277777777778
2,0,0.0,1,1,1,0,2,1,2,0,1.1547222222222222
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,2,2,2,0,2,2,1,0,1.57
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,3,2,1,0,3,2,2,0,0.0125
3,0,0.0,2,2,2,0,2,2,1,0,1.8058333333333334
2,0,0.0,2,2,1,0,2,1,0,0,2.5527777777777776
3,0,0.0,2,2,1,0,3,2,2,0,1.9702777777777778
4,0,0.0,3,2,1,0,4,2,2,0,5.513888888888889
3,0,0.0,2,3,1,0,3,2,1,0,1.8466666666666667
5,0,0.0,2,2,2,0,4,3,2,0,7.964166666666666
2,0,0.0,2,1,2,0,1,2,1,0,5.1825
8,0,0.0,4,3,2,0,7,2,4,0,6.989166666666667
7,0,0.0,3,3,2,0,6,2,2,0,7.125555555555556
3,0,0.0,3,2,1,0,3,2,2,0,4.019444444444445
6,0,0.0,5,4,1,0,6,2,3,0,0.7125
3,0,0.0,3,2,1,0,3,2,2,0,0.14
1,0,0.0,1,1,1,0,0,1,0,0,0.0
2,0,0.0,2,1,2,0,1,2,1,0,1.9947222222222223
4,0,0.0,2,3,1,0,4,2,1,0,5.0825
3,0,0.0,2,2,2,0,2,3,1,0,0.0275
3,0,0.0,3,2,1,0,3,2,2,0,5.323333333333333
2,0,0.0,2,1,1,0,2,1,2,0,0.10444444444444445
4,0,0.0,3,2,1,0,4,2,2,0,5.7813888888888885
1,0,0.0,1,1,1,0,1,1,1,0,0.0
1,0,0.0,1,1,1,0,1,1,0,1,0.0
2,0,0.0,2,2,1,0,2,1,0,0,1.7119444444444445
2,0,0.0,2,2,1,0,2,1,0,0,3.339722222222222
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,2,2,1,0,3,1,0,0,4.3838888888888885
7,0,0.0,4,3,2,0,6,2,4,0,7.184444444444445
2,0,0.0,2,2,2,0,1,2,1,0,0.04
6,0,0.0,4,4,2,0,5,2,2,0,6.1466666666666665
8,0,0.0,6,2,2,0,7,2,5,0,8.590555555555556
5,0,0.0,2,3,1,0,5,2,1,0,6.993055555555555
7,0,0.0,4,2,2,0,5,2,3,0,8.580555555555556
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,1,2,0,1,2,0,1,3.839166666666667
21,0,0.0,8,6,2,0,16,2,8,0,7.9475
2,0,0.0,1,1,1,0,2,1,0,0,1.3191666666666666
7,0,0.0,4,4,2,0,6,3,1,0,5.1325
2,0,0.0,2,2,2,0,1,1,0,0,4.966111111111111
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,3,1,2,0,2,3,1,1,3.2544444444444443
2,0,0.0,2,2,1,0,2,1,0,0,0.0675
2,0,0.0,1,2,1,0,2,2,1,0,0.25472222222222224
3,0,0.0,3,1,2,0,1,2,1,0,0.059166666666666666
1,0,0.0,1,1,1,0,1,1,0,0,0.0
4,0,0.0,1,2,1,0,4,2,2,0,4.494166666666667
3,0,0.0,3,2,3,0,1,2,0,0,0.7694444444444445
1,0,0.0,1,1,1,0,1,1,1,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
23,0,0.0,1,2,1,0,23,2,8,0,7.649444444444445
2,0,0.0,2,1,1,0,2,2,1,0,0.9122222222222223
5,0,0.0,2,2,2,0,4,2,1,0,4.25
5,0,0.0,4,3,2,0,4,2,1,0,4.141666666666667
4,0,0.0,2,2,1,0,4,2,3,0,5.116666666666666
3,0,0.0,3,3,1,0,3,1,0,0,1.6133333333333333
2,0,0.0,2,2,2,0,1,1,0,0,0.020277777777777777
5,0,0.0,4,4,1,0,5,2,3,0,7.151666666666666
12,0,0.0,3,4,1,0,12,3,2,4,8.22861111111111
8,0,0.0,2,3,1,0,8,2,5,0,5.792222222222223
1,0,0.0,1,1,1,0,1,1,1,0,0.0
2,0,0.0,2,2,1,0,2,2,1,0,0.058611111111111114
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
4,0,0.0,3,3,2,0,3,2,1,0,7.347222222222222
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,3,3,2,0,2,1,0,0,4.793055555555555
4,0,0.0,3,2,2,0,3,2,2,0,4.551111111111111
4,0,0.0,3,2,2,0,3,2,1,0,3.823611111111111
3,0,0.0,2,3,2,0,2,1,0,0,3.9
3,0,0.0,3,3,1,0,3,1,0,0,0.31333333333333335
3,0,0.0,1,1,1,0,3,1,0,0,0.9986111111111111
4,0,0.0,2,2,2,0,3,2,2,0,4.053888888888889
5,0,0.0,4,3,2,0,3,1,0,0,0.1275
5,0,0.0,2,2,1,0,5,2,4,0,6.758055555555556
4,0,0.0,3,2,2,0,3,2,1,0,4.638888888888889
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,1,2,1,0,3,2,2,0,3.7533333333333334
3,0,0.0,2,2,2,0,2,2,1,0,2.812222222222222
4,0,0.0,3,3,2,0,3,2,1,0,4.251944444444445
4,0,0.0,2,3,1,0,4,2,1,0,5.226944444444444
1,0,0.0,1,1,1,0,1,1,1,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
6,0,0.0,5,2,2,0,5,2,4,0,5.4686111111111115
1,0,0.0,1,1,1,0,1,1,0,1,0.0
2,0,0.0,1,2,1,0,2,2,1,0,3.2530555555555556
3,0,0.0,2,2,1,0,3,2,2,0,4.194166666666667
2,0,0.0,2,2,1,0,2,1,0,0,0.005555555555555556
5,0,0.0,3,2,1,0,5,2,2,0,8.179444444444444
4,0,0.0,1,2,1,0,4,2,2,0,6.931666666666667
6,0,0.0,3,2,1,0,6,2,5,0,1.2391666666666667
3,0,0.0,2,1,2,0,2,2,2,0,4.503611111111111
4,0,0.0,3,3,2,0,3,2,0,1,3.351111111111111
2,0,0.0,1,2,1,0,2,2,1,0,3.3969444444444443
1,0,0.0,1,1,1,0,1,1,1,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,3,3,1,0,3,2,1,0,5.975555555555555
2,0,0.0,2,1,2,0,1,2,1,0,1.7
3,0,0.0,3,1,1,0,3,2,2,1,2.319722222222222
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,2,2,1,0,3,2,2,0,4.253888888888889
3,0,0.0,2,2,1,0,3,2,2,0,3.633611111111111
4,0,0.0,2,2,1,0,4,2,2,0,5.493611111111111
2,0,0.0,2,2,2,0,1,1,0,0,0.060833333333333336
3,0,0.0,3,2,2,0,2,2,1,0,3.8819444444444446
2,0,0.0,2,2,2,0,1,1,0,0,1.6111111111111112
27,0,0.0,2,2,2,0,26,3,0,12,8.217777777777778
1,0,0.0,1,1,1,0,1,1,0,0,0.0
5,0,0.0,3,3,1,0,5,1,0,0,5.145833333333333
3,0,0.0,2,1,2,0,2,2,2,0,0.49972222222222223
3,0,0.0,2,2,1,0,3,2,2,0,6.365833333333334
1,0,0.0,1,1,1,0,1,1,1,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,2,2,0,1,1,0,0,0.3466666666666667
6,0,0.0,3,2,1,0,6,2,4,0,7.711944444444445
4,0,0.0,4,4,1,0,4,2,1,0,5.4125
5,0,0.0,3,2,2,0,4,2,2,0,1.1083333333333334
3,0,0.0,3,2,2,0,1,1,0,0,0.03722222222222222
6,0,0.0,3,2,2,0,5,3,2,1,7.459722222222222
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,2,2,2,0,2,2,2,0,3.2675
1,0,0.0,1,1,1,0,1,1,0,0,0.0
3,0,0.0,3,3,1,0,3,1,0,0,7.987777777777778
2,0,0.0,2,1,2,0,1,2,1,0,3.4655555555555555
3,0,0.0,2,2,2,0,2,2,1,0,1.8516666666666666
3,0,0.0,3,1,2,0,1,2,1,0,5.745277777777778
2,0,0.0,2,1,2,0,1,2,1,0,0.16083333333333333
1,0,0.0,1,1,1,0,0,1,0,0,0.0
2,0,0.0,2,1,1,0,2,1,2,0,0.045
4,0,0.0,3,3,1,0,4,2,2,0,6.495
4,0,0.0,2,3,2,0,3,1,0,0,7.253611111111111
2,0,0.0,2,2,1,0,2,1,0,0,1.9730555555555556
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,2,2,1,0,3,2,2,0,5.950555555555556
3,0,0.0,2,3,1,0,3,2,1,0,0.01
3,0,0.0,3,3,1,0,3,2,1,0,4.0377777777777775
3,0,0.0,3,1,2,0,2,2,2,0,1.8980555555555556
5,0,0.0,1,2,1,0,5,2,3,0,3.564722222222222
5,0,0.0,3,4,1,0,5,2,1,0,5.731388888888889
2,0,0.0,2,1,1,0,2,1,2,0,1.5888888888888888
1,0,0.0,1,1,1,0,1,1,0,0,0.0
1,0,0.0,1,1,1,0,1,1,0,0,0.0
2,0,0.0,2,1,2,0,1,2,1,0,2.9983333333333335
1,0,0.0,1,1,1,0,1,1,0,0,0.0
5,0,0.0,1,2,1,0,5,2,2,0,3.9780555555555557
3,0,0.0,2,2,1,0,3,3,1,1,7.184722222222222
8,0,0.0,5,5,2,0,6,1,0,0,5.948055555555555
3,0,0.0,1,2,1,0,3,2,2,0,0.1738888888888889
5,0,0.0,2,3,1,0,5,2,3,0,2.9883333333333333
3,0,0.0,2,2,2,0,2,2,1,0,5.506388888888889
3,0,0.0,2,1,1,0,3,1,3,0,3.0908333333333333
2,0,0.0,2,2,1,0,2,2,1,0,0.009166666666666667
2,0,0.0,2,1,1,0,2,1,2,0,0.5936111111111111
6,0,0.0,2,3,1,0,6,2,3,0,7.4286111111111115
3,0,0.0,3,3,1,0,3,2,1,0,5.3
2,0,0.0,1,2,1,0,2,2,1,0,0.4613888888888889
7,0,0.0,3,3,1,0,7,2,1,0,8.256944444444445
1,0,0.0,1,1,1,0,1,1,1,0,0.0
3,0,0.0,3,3,1,0,3,2,1,0,5.115833333333334
5,0,0.0,3,4,1,0,5,2,1,0,7.973888888888889
3,0,0.0,3,3,1,0,3,2,1,0,0.15944444444444444
2,0,0.0,2,2,1,0,2,1,0,0,1.2361111111111112
3,0,0.0,3,2,2,0,2,2,1,0,5.413055555555555
2,0,0.0,2,2,1,0,2,2,1,0,1.7591666666666668
1,0,0.0,1,1,1,0,1,1,1,0,0.0
1,0,0.0,1,1,1,0,0,1,0,0,0.0
2,0,0.0,1,1,1,0,2,1,0,0,3.75
2,0,0.0,2,2,1,0,2,1,0,0,4.637222222222222
1,0,0.0,1,1,1,0,1,1,0,0,0.0
