source_user,day,total_logons,failed_logons,successful_logons,failure_rate,success_rate,unique_destinations,unique_source_computers,unique_logon_types,batch_or_rdp_logons,network_logons,unique_auth_types,kerberos_logons,ntlm_logons,active_hours,is_attack,if_score,if_prediction
C11641$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,0.2419444444444444,0,0.32635171181410433,1
C11646$@DOM1,12,5,0,5,0.0,1.0,2,3,1,0,5,3,2,1,6.036666666666667,0,0.23135181719013376,1
C11648$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11652$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C11658$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,2.587222222222222,0,0.32795468394725025,1
C1166$@DOM1,12,5,0,5,0.0,1.0,3,2,2,0,2,1,0,0,5.394166666666667,0,0.2892184836168631,1
C11660$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,3,2,1,5.653888888888889,0,0.24168166748017078,1
C11661$@DOM1,12,4,0,4,0.0,1.0,4,2,1,0,4,2,3,1,0.1616666666666666,0,0.2239434740712845,1
C11663$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,2,2,0,4.254444444444444,0,0.3454037138328868,1
C11665$@DOM1,12,7,0,7,0.0,1.0,3,2,1,0,7,3,2,1,5.989722222222222,0,0.21557188957861245,1
C11667$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11669$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,7.531944444444444,0,0.2866057367836447,1
C1167$@DOM1,12,5,0,5,0.0,1.0,3,3,1,0,5,2,2,0,7.253611111111111,0,0.3242503966784754,1
C11671$@DOM1,12,1,1,0,1.0,0.0,1,1,1,0,0,1,0,0,0.0,0,0.13414151484781467,1
C11673$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11675$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,3,1,1,7.1475,0,0.24119995022848145,1
C11677$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C1168$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C11681$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C11684$@DOM1,12,5,0,5,0.0,1.0,2,2,2,0,4,2,3,0,6.391944444444444,0,0.3214648142162143,1
C11686$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,0,2,0,0,0.0016666666666666,0,0.2886322184334053,1
C11688$@DOM1,12,6,0,6,0.0,1.0,2,2,1,0,6,2,3,0,8.250555555555556,0,0.3018855857872524,1
C1169$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,0.7525,0,0.32030801114683616,1
C11690$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C11692$@DOM1,12,9,0,9,0.0,1.0,6,4,2,0,7,2,3,0,6.8425,0,0.23214582442419956,1
C11694$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11695$@DOM1,12,7,0,7,0.0,1.0,2,2,2,0,6,2,4,0,6.620277777777778,0,0.29621953955510794,1
C11697$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,0.0255555555555555,0,0.33903181412744193,1
C117$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,1,0,7.749722222222222,0,0.3139982392871966,1
C1170$@DOM1,12,3,0,3,0.0,1.0,3,3,1,0,3,1,0,0,5.220833333333333,0,0.30134727312868675,1
C11706$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,0,1,0.0672222222222222,0,0.23066625075228547,1
C1171$@DOM1,12,4,0,4,0.0,1.0,2,1,1,0,4,2,3,1,4.882222222222223,0,0.24770944560301128,1
C11710$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C11711$@DOM1,12,5,0,5,0.0,1.0,1,2,1,0,5,3,2,1,6.866388888888889,0,0.21717317908089095,1
C11714$@DOM1,12,7,0,7,0.0,1.0,4,3,2,0,5,2,2,0,3.837222222222222,0,0.2997766077746981,1
C11717$@DOM1,12,5,0,5,0.0,1.0,4,3,2,0,4,4,1,1,0.6055555555555555,0,0.1870987946242486,1
C11719$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
C1172$@DOM1,12,6,0,6,0.0,1.0,4,2,2,0,5,3,1,1,7.664166666666667,0,0.21259892579532008,1
C11721$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,1.2547222222222223,0,0.3447368274772739,1
C11725$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,0,2,0,0,0.5222222222222223,0,0.30049162909988414,1
C11727$@DOM1,12,4,0,4,0.0,1.0,2,3,1,0,4,2,1,0,4.993888888888889,0,0.3354748195366839,1
C1173$@DOM1,12,4,0,4,0.0,1.0,1,2,1,0,4,2,3,0,5.755,0,0.3101283701969255,1
C11731$@DOM1,12,5,0,5,0.0,1.0,2,2,1,0,5,2,2,0,5.56,0,0.33821044109682963,1
C11734$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,0.0063888888888888,0,0.3128462028647091,1
C11736$@DOM1,12,3,0,3,0.0,1.0,2,1,1,0,3,1,3,0,6.713055555555556,0,0.27601215183681965,1
C11738$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,0.0083333333333333,0,0.32897973766459093,1
C1174$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,2,1,1,4.885277777777778,0,0.2594163525682734,1
C11740$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C11741$@DOM1,12,3,0,3,0.0,1.0,2,1,1,0,3,2,2,1,1.4530555555555555,0,0.25118248190845804,1
C11743$@DOM1,12,5,0,5,0.0,1.0,2,3,1,0,5,2,2,0,5.648888888888889,0,0.3290305860890506,1
C11746$@DOM1,12,3,0,3,0.0,1.0,2,1,2,0,2,2,2,0,4.395277777777777,0,0.3162038074830513,1
C11748$@DOM1,12,4,0,4,0.0,1.0,4,2,2,0,3,2,1,0,7.606666666666666,0,0.30794923405375857,1
C1175$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11751$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C11755$@DOM1,12,3,0,3,0.0,1.0,3,2,1,0,3,2,2,0,3.531388888888889,0,0.340284541644244,1
C11757$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11759$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C1176$@DOM1,12,3,0,3,0.0,1.0,3,3,2,0,2,1,0,0,8.383055555555556,0,0.2741784360949134,1
C11761$@DOM1,12,4,0,4,0.0,1.0,1,2,1,0,4,2,3,0,2.4027777777777777,0,0.3029784918274784,1
C11762$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,5.562222222222222,0,0.35018030399839367,1
C11766$@DOM1,12,4,0,4,0.0,1.0,2,3,1,0,4,3,1,1,3.3316666666666666,0,0.2297728569024099,1
C11768$@DOM1,12,3,0,3,0.0,1.0,2,1,1,0,3,1,3,0,5.353055555555556,0,0.2826064059042995,1
C1177$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11770$@DOM1,12,3,0,3,0.0,1.0,2,1,2,0,2,2,2,0,4.608611111111111,0,0.3174018004539863,1
C11772$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,1.4838888888888888,0,0.3331879056892353,1
C11774$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C11775$@DOM1,12,5,0,5,0.0,1.0,3,4,1,0,5,2,1,0,6.27,0,0.29826293788066366,1
C11777$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,4.514722222222222,0,0.34654423898114306,1
C11779$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,2,0,6.876111111111111,0,0.3321774496854226,1
C1178$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,3,1,1,6.685833333333333,0,0.23830156306367745,1
C11781$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,3,1,1,3.22,0,0.24148058512016418,1
C11783$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,0.0241666666666666,0,0.3128462028647091,1
C11785$@DOM1,12,3,0,3,0.0,1.0,3,3,2,0,2,1,0,0,5.24,0,0.29339229023103897,1
C11787$@DOM1,12,3,0,3,0.0,1.0,3,3,2,0,2,1,0,0,4.8694444444444445,0,0.2943447850179726,1
C11789$@DOM1,12,6,0,6,0.0,1.0,3,2,1,0,6,2,4,0,5.693611111111111,0,0.30733719681425886,1
C1179$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,1.918611111111111,0,0.3307509589630749,1
C11791$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,7.945833333333334,0,0.33326032422868457,1
C11794$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,1,0,1.6416666666666666,0,0.32665082389385114,1
C11796$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,1,0,0.005,0,0.30626662815721034,1
C11798$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C118$@DOM1,12,5,0,5,0.0,1.0,3,4,2,0,4,2,1,0,5.485,0,0.2984230183008015,1
C1180$@DOM1,12,3,0,3,0.0,1.0,3,3,2,0,2,1,0,0,1.3302777777777777,0,0.28386997341227144,1
C11800$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11802$@DOM1,12,3,0,3,0.0,1.0,2,2,2,0,2,2,1,0,8.124722222222223,0,0.31496034155793334,1
C11804$@DOM1,12,7,0,7,0.0,1.0,4,5,2,0,6,2,3,0,6.56,0,0.26134820354706,1
C11806$@DOM1,12,3,0,3,0.0,1.0,2,3,1,0,3,2,1,0,5.453611111111111,0,0.33598635578358227,1
C11809$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,1,0,1.9172222222222224,0,0.34714300142326354,1
C1181$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,0,1,2.1694444444444443,0,0.2683201646014249,1
C11811$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C11812$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11813$@DOM1,12,6,0,6,0.0,1.0,5,4,1,0,6,2,3,0,6.869722222222222,0,0.25381247428595816,1
C11815$@DOM1,12,6,0,6,0.0,1.0,4,2,2,0,5,3,2,0,0.2380555555555555,0,0.22906045209287773,1
C11817$@DOM1,12,25,0,25,0.0,1.0,3,3,1,0,25,2,16,0,8.023888888888889,0,0.14101432828192695,1
C11819$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11821$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,0.2811111111111111,0,0.3285208943512188,1
C11823$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11825$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11827$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,0.0038888888888888,0,0.3128462028647091,1
C11829$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,8.019444444444444,0,0.2999217318961414,1
C1183$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,2,1,0,4.163888888888889,0,0.3472276425288652,1
C11831$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,0.2338888888888889,0,0.3260907921908313,1
C11833$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C11839$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,0,1,1.168611111111111,0,0.24108631869961195,1
C1184$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11843$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,2,0,1.4908333333333332,0,0.3121200902456207,1
C11844$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,4.0025,0,0.346624205760379,1
C11847$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,0,1,0.0497222222222222,0,0.23066625075228547,1
C11849$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C1185$@DOM1,12,5,0,5,0.0,1.0,2,3,1,0,5,2,2,0,6.285277777777778,0,0.32856234223434694,1
C11851$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11853$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,1,0,5.123611111111111,0,0.3135729818589403,1
C11858$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,2,1,0,0.2419444444444444,0,0.31330763238152176,1
C11861$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,2,0,4.750277777777778,0,0.3055115855463452,1
C11863$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11864$@DOM1,12,3,0,3,0.0,1.0,3,3,2,0,2,1,0,0,0.0175,0,0.2697520531355986,1
C11866$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,0.9966666666666668,0,0.32556383372633485,1
C1187$@DOM1,12,3,0,3,0.0,1.0,3,1,1,0,3,2,2,0,3.836944444444444,0,0.3175423164884485,1
C11872$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,0.0216666666666666,0,0.3368180988657649,1
C11875$@DOM1,12,4,0,4,0.0,1.0,3,3,2,0,3,1,0,0,4.735,0,0.28789732896340364,1
C11877$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,0.0105555555555555,0,0.32897973766459093,1
C11879$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,1,0,0,2.641388888888889,0,0.3013030034211562,1
C1188$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,3.0452777777777778,0,0.3460987082510309,1
C11881$@DOM1,12,5,0,5,0.0,1.0,4,4,1,0,5,2,2,0,6.496944444444445,0,0.2861979811541242,1
C11885$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11886$@DOM1,12,6,0,6,0.0,1.0,3,3,1,0,6,3,1,1,6.7425,0,0.22442977385865642,1
C11893$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,3.731944444444444,0,0.3301725005560161,1
C11894$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C11896$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,0.2566666666666666,0,0.3020513294901954,1
C11898$@DOM1,12,7,0,7,0.0,1.0,4,3,1,0,7,3,4,1,3.348055555555556,0,0.18768638471259513,1
C119$@DOM1,12,3,0,3,0.0,1.0,2,1,1,0,3,2,2,1,3.941388888888889,0,0.2552321262719446,1
C1190$@DOM1,12,4,0,4,0.0,1.0,3,2,2,0,2,2,1,0,7.750277777777778,0,0.32088826684459576,1
C11900$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,0,1,1.0783333333333334,0,0.23556488766336414,1
C11902$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,1,0,5.503611111111111,0,0.3344807993757677,1
C11908$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,3.352222222222222,0,0.31795146025716914,1
C1191$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C11910$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C11918$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,1.5563888888888888,0,0.3267268397463563,1
C1192$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,7.000277777777778,0,0.2975896938609977,1
C11920$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,1.0555555555555556,0,0.3083809866764144,1
C11922$@DOM1,12,3,0,3,0.0,1.0,3,3,2,0,2,1,0,0,0.0313888888888888,0,0.2697520531355986,1
C11924$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,1.783611111111111,0,0.34563248854488016,1
C11926$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,2,1,0,0.8930555555555556,0,0.32321535773871607,1
C11928$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C1193$@DOM1,12,6,0,6,0.0,1.0,4,3,1,0,6,2,2,0,7.859444444444445,0,0.29283978964870183,1
C11932$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,2.4066666666666667,0,0.3277972167907004,1
C11934$@DOM1,12,6,0,6,0.0,1.0,3,3,2,0,5,2,3,0,7.889722222222222,0,0.30899907856357034,1
C11938$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C1194$@DOM1,12,5,0,5,0.0,1.0,3,3,2,0,4,2,1,0,5.996666666666667,0,0.3246121678084552,1
C11940$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,7.990277777777778,0,0.33326032422868457,1
C11946$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C11948$@DOM1,12,4,0,4,0.0,1.0,3,1,2,0,2,2,2,0,5.663611111111111,0,0.31794488678523314,1
C1195$@DOM1,12,3,0,3,0.0,1.0,3,3,1,0,3,1,0,0,5.011666666666667,0,0.3015776166522239,1
C11950$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,1.554722222222222,0,0.3267268397463563,1
C11952$@DOM1,12,4,0,4,0.0,1.0,3,3,2,0,3,2,1,0,0.0280555555555555,0,0.2948252794659601,1
C11954$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C11957$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,1,0,5.895833333333333,0,0.31233237675902076,1
C11959$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C1196$@DOM1,12,7,0,7,0.0,1.0,4,3,1,0,7,2,5,0,5.995277777777778,0,0.27163728766924755,1
C11966$@DOM1,12,4,0,4,0.0,1.0,3,1,2,0,2,2,2,0,4.965,0,0.31681716467019333,1
C11968$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,0,1,0.0011111111111111,0,0.23080486794715793,1
C1197$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,4.933055555555556,0,0.3464523684506687,1
C11971$@DOM1,12,5,0,5,0.0,1.0,3,3,2,0,4,2,2,0,6.209444444444444,0,0.3246041980022132,1
C11973$@DOM1,12,3,0,3,0.0,1.0,3,2,1,0,3,2,2,0,6.814722222222223,0,0.33888655371774334,1
C11975$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,8.28138888888889,0,0.28108584991174657,1
C11977$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,2.044722222222222,0,0.3112859287025354,1
C1198$@DOM1,12,7,0,7,0.0,1.0,3,3,2,0,6,2,3,0,5.83,0,0.30876706469689136,1
C11981$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,0.1569444444444444,0,0.3006077894992692,1
C11983$@DOM1,12,6,0,6,0.0,1.0,4,2,2,0,5,3,1,1,7.502222222222223,0,0.21415323274957115,1
C11985$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C11987$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,0.6402777777777777,0,0.34327778740705256,1
C1199$@DOM1,12,6,0,6,0.0,1.0,4,2,2,0,4,2,3,0,6.376944444444445,0,0.30813999892314226,1
C11990$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,2,0,0.0127777777777777,0,0.3066257162249901,1
C11996$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,2.310833333333333,0,0.3468150356820541,1
C11998$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,2,3,0,6.88,0,0.33105498524848104,1
C1200$@DOM1,12,5,0,5,0.0,1.0,4,3,1,0,5,2,3,0,5.494722222222222,0,0.30759101597372557,1
C12002$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,0.4891666666666667,0,0.33222375005715915,1
C12004$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,6.455555555555556,0,0.34736274778478454,1
C12006$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,1,0,3.51,0,0.35090859934542545,1
C12008$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C1201$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,1.8852777777777776,0,0.32811971329355033,1
C12010$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C12013$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,0.0119444444444444,0,0.33903181412744193,1
C12019$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,0.005,0,0.33903181412744193,1
C1202$@DOM1,12,6,0,6,0.0,1.0,4,4,1,0,6,2,1,0,5.786388888888889,0,0.2760264658988061,1
C12027$@DOM1,12,4,0,4,0.0,1.0,2,3,1,0,4,2,2,0,6.243333333333333,0,0.3341019214498952,1
C12029$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,5.296388888888889,0,0.3297278187803338,1
C1203$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,1.9047222222222224,0,0.3105959432078865,1
C12030$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,0.0333333333333333,0,0.3368180988657649,1
C12032$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C12034$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C12036$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C1204$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,3,2,1,6.683055555555556,0,0.23964565992123615,1
C12040$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C12042$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,1.8447222222222224,0,0.3324544774748144,1
C12044$@DOM1,12,5,0,5,0.0,1.0,2,3,1,0,5,2,2,0,2.6708333333333334,0,0.3164183795468026,1
C12046$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,0.0705555555555555,0,0.31882255863182796,1
C12048$@DOM1,12,7,0,7,0.0,1.0,2,3,2,0,6,2,2,0,3.996944444444445,0,0.2968230440715478,1
C1205$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C12051$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C12053$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C12055$@DOM1,12,3,0,3,0.0,1.0,3,2,1,0,3,2,1,0,3.7775,0,0.34238664590296297,1
C12057$@DOM1,12,3,0,3,0.0,1.0,2,2,2,0,2,2,1,0,2.808333333333333,0,0.33304731713727975,1
C12059$@DOM1,12,4,0,4,0.0,1.0,3,4,1,0,4,2,2,0,6.084444444444444,0,0.2999998658014751,1
C1206$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,6.247222222222222,0,0.3248496863666509,1
C12065$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,2,1,0,0.2108333333333333,0,0.31330763238152176,1
C12069$@DOM1,12,5,0,5,0.0,1.0,2,2,2,0,4,2,3,0,7.25,0,0.3162453894945512,1
C1207$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,2,1,0,1.241111111111111,0,0.32413407559378415,1
C12071$@DOM1,12,3,0,3,0.0,1.0,3,2,1,0,3,2,2,0,5.2425,0,0.34316261427741934,1
C12074$@DOM1,12,5,0,5,0.0,1.0,5,3,2,0,4,2,1,0,6.585555555555556,0,0.29228804870389297,1
C12076$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,1,1,0,0,0.1433333333333333,0,0.28075215576114215,1
C12078$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C1208$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,1,0,0,3.661666666666666,0,0.3111651215300855,1
C12080$@DOM1,12,2,0,2,0.0,1.0,1,1,2,0,1,2,1,0,3.4616666666666664,0,0.2910693028355598,1
C12083$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,4.078611111111111,0,0.3491570636928652,1
C12085$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,2,0,2.0411111111111118,0,0.3206725405860049,1
C12087$@DOM1,12,3,0,3,0.0,1.0,3,3,1,0,3,1,0,0,0.0461111111111111,0,0.2820574395028712,1
C12089$@DOM1,12,5,0,5,0.0,1.0,4,3,1,0,5,2,1,0,6.247222222222222,0,0.3107018602204888,1
C1209$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,0.9972222222222222,0,0.3338971507917561,1
C12091$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,3.5636111111111117,0,0.330682600968381,1
C12095$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,4.416944444444445,0,0.3468803623873881,1
C12098$@DOM1,12,4,0,4,0.0,1.0,4,2,1,0,4,2,3,0,7.556111111111111,0,0.3021386017556882,1
C121$@DOM1,12,3,0,3,0.0,1.0,3,1,1,0,3,1,3,0,4.986111111111111,0,0.27719548255034815,1
C1210$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,0.7994444444444444,0,0.3433802234579917,1
C12100$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,1.8216666666666668,0,0.3332694035392227,1
