source_user,day,total_logons,failed_logons,successful_logons,failure_rate,success_rate,unique_destinations,unique_source_computers,unique_logon_types,batch_or_rdp_logons,network_logons,unique_auth_types,kerberos_logons,ntlm_logons,active_hours,is_attack,if_score,if_prediction,shap_total_logons,shap_failed_logons,shap_failure_rate,shap_unique_destinations,shap_unique_source_computers,shap_unique_logon_types,shap_batch_or_rdp_logons,shap_network_logons,shap_unique_auth_types,shap_kerberos_logons,shap_ntlm_logons,shap_active_hours,shap_top_feature
U1592@DOM1,12,67,1,66,0.0149253731343283,0.9850746268656716,15,15,2,0,61,3,22,1,22.95083333333333,1,-0.0732012801289312,-1,-1.3292452245862778,-0.9635580969487318,-0.14567163349422496,-1.2777059749785913,-1.3974467697919937,-0.1939582888027911,0.0074095939747049885,-1.3618479233963128,-0.5538650110745776,-1.172593594188983,-0.70669540605021,-0.9456247369007933,unique_source_computers
U1592@DOM1,13,91,0,91,0.0,1.0,17,18,2,0,78,3,31,2,22.99861111111111,1,-0.0833668095949227,-1,-1.5891019248099876,0.011444828627696373,0.010871031861602017,-1.3020024750445993,-1.4882092499625759,-0.23575500564204568,0.006976433795727045,-1.5435741416979707,-0.5666424740862375,-1.3910692545978787,-1.156445124448765,-0.9874495523544008,total_logons
U1592@DOM1,14,42,0,42,0.0,1.0,15,14,2,0,35,2,13,0,22.85111111111112,1,-0.0128653956053855,-1,-1.4799843031619289,0.013233225120039119,0.014309957173216406,-1.6758247465904523,-1.7771246435356545,-0.2500855617222953,0.009365134035147297,-1.3858637434705603,0.07957813391906225,-1.2666984312936658,0.08020999064689945,-1.2199744488474775,unique_source_computers
U162@DOM1,12,50,0,50,0.0,1.0,16,12,2,0,40,3,13,1,23.8725,1,-0.0322147260665125,-1,-1.3545598593351054,0.012876283124774755,0.01265511546996613,-1.4566255887840696,-1.422740170206789,-0.20167741749312185,0.00850074581881311,-1.285996266607545,-0.6031260919086752,-1.016031937603613,-0.7901167162323843,-1.1514513296725384,unique_destinations
U162@DOM1,13,60,0,60,0.0,1.0,14,14,3,0,49,2,21,0,23.56138888888889,1,-0.0493334949786455,-1,-1.5058129797065818,0.011996534423385975,0.01274905434727221,-1.4727186288378173,-1.5448031139156504,-1.30071328627746,0.010493103274815422,-1.3773760182069636,0.02932098431667946,-1.3930736859380382,0.07210487612927297,-1.1266484296668207,unique_source_computers
U162@DOM1,14,90,0,90,0.0,1.0,21,19,3,0,72,3,28,0,22.87833333333333,1,-0.0809493057775671,-1,-1.6350367130195522,0.01099985625454664,0.011405105302485377,-1.3888998252389806,-1.4578512767528553,-1.1920728230760314,0.009446945311313454,-1.5282248389950588,-0.6570988440171659,-1.3949538556472147,0.05645868599630937,-1.0201293244772325,total_logons
U1653@DOM1,12,72,0,72,0.0,1.0,28,46,2,0,39,3,1,16,15.611944444444443,1,-0.0612091198187843,-1,-1.6591311350627613,0.01306533545486932,0.012628256162632995,-1.5531456037089115,-1.7112903210846062,-0.26569418961194907,0.008730513619265384,-1.3113490331696382,-0.6647856770014843,0.03284358935653273,-1.9217466651823485,-0.7934144336315481,ntlm_logons
U1653@DOM1,13,57,0,57,0.0,1.0,24,34,2,0,27,3,2,10,14.248333333333331,1,-0.0446921322678315,-1,-1.5519325563887432,0.01321627761606556,0.012742954361652566,-1.5466335000772231,-1.7538349351294353,-0.2521346340055984,0.00884896819873738,-1.193503570552026,-0.6634862363054609,-0.05878204980958239,-1.7967972640155045,-0.7117882158174301,ntlm_logons
U1653@DOM1,14,71,0,71,0.0,1.0,22,27,2,0,25,3,6,6,17.93861111111111,1,-0.0545776060134843,-1,-1.6703930567558705,0.012755237509717627,0.012135520481904768,-1.4720215267244305,-1.6365769450628702,-0.23893308253574472,0.009068812013742562,-1.0408836383917908,-0.6282928412195491,-0.5182499696930474,-1.6683517913739765,-0.846213626607518,total_logons
U1723@DOM1,12,124,0,124,0.0,1.0,32,37,3,0,83,3,27,11,20.86805555555556,1,-0.099672977025997,-1,-1.5573519073475872,0.010529732934784182,0.010213989794572146,-1.1887251833770696,-1.3321798259735662,-1.0610653208123495,0.008054215922713392,-1.4162346663070255,-0.5394018961695213,-1.2484227149333977,-1.415798265960575,-0.8005750661304029,total_logons
U1723@DOM1,13,33,0,33,0.0,1.0,18,14,3,0,25,3,8,2,12.893611111111111,1,-0.0266913663399043,-1,-1.0486998031350572,0.012388993851849108,0.012039783770478717,-1.413948047693288,-1.4486256120392587,-1.2143311938188484,0.010990377929125533,-1.0008812071378559,-0.5828645004368572,-0.5778391777419718,-1.2484845674944485,-0.6379150385306731,unique_source_computers
U1723@DOM1,14,43,0,43,0.0,1.0,15,10,2,0,32,3,11,3,9.625555555555556,1,-0.0121581435246539,-1,-1.232202292202627,0.013153646310898734,0.013146737060796344,-1.4244404372670005,-1.3778757544532596,-0.19568575020013987,0.009722736670739945,-1.209146688936535,-0.6177228783824213,-0.917560464670198,-1.4506711970896589,-0.455146374368481,ntlm_logons
U207@DOM1,13,54,0,54,0.0,1.0,12,12,2,0,46,2,18,0,23.9525,1,-0.0206780153568624,-1,-1.5920258707390147,0.013581436265338913,0.014254335778222235,-1.49055041472109,-1.570666616596409,-0.23817774688914006,0.009260578796342792,-1.552216970733432,0.06492458216002103,-1.502387954556028,0.07957523307205742,-1.2529076882245778,total_logons
U207@DOM1,14,102,0,102,0.0,1.0,18,20,2,0,75,2,37,0,23.566388888888888,1,-0.0714310574183457,-1,-1.9510289205978895,0.011861755286733068,0.01267964424680651,-1.5230312534248873,-1.7162837341032524,-0.3007095527583772,0.007632119930294626,-1.7394718431232512,0.022194408818272844,-1.7569499156711978,0.07220444101326816,-1.146535316115525,total_logons
U218@DOM1,12,89,0,89,0.0,1.0,15,11,3,0,66,3,30,1,20.947777777777777,1,-0.0691493678063273,-1,-1.5022094881126211,0.011672981501213991,0.011117876077858607,-1.247195886161929,-1.1693226536836516,-1.1476258027544106,0.009669264049136293,-1.3972743840685895,-0.5440572471884314,-1.3893628167170615,-0.7290780134486985,-0.8706556375920399,total_logons
U218@DOM1,14,62,0,62,0.0,1.0,14,9,2,0,42,2,24,0,22.39027777777778,1,-0.0190404978174871,-1,-1.6958924030715892,0.013357486481200073,0.014008090399486726,-1.663818433486171,-1.3422153160616725,-0.23403443163198964,0.009389627904488301,-1.4943974350613762,0.07465418921583211,-1.6356654234378742,0.0830525572544415,-1.1126993045388733,total_logons
U2231@DOM1,12,66,0,66,0.0,1.0,12,9,4,1,43,4,16,3,22.587222222222223,1,-0.074883420610161,-1,-1.285218371919534,0.01148965807247482,0.01120993155834709,-1.112352935729465,-1.0083958807641624,-1.1597138358281092,-0.4781882816292517,-1.0992896027628918,-0.7773445577650554,-0.9686613547534643,-1.2339905578114474,-0.9719823771664508,total_logons
U2231@DOM1,14,83,0,83,0.0,1.0,14,12,3,0,50,3,21,3,21.72972222222222,1,-0.0700288979409391,-1,-1.4524881839057806,0.011646809717552414,0.011002081979981471,-1.238005785439999,-1.1944602051802906,-1.1035059445553181,0.009648077197402927,-1.2173944788804825,-0.5458894769643935,-1.142265877030787,-1.2520247176061055,-0.8672192076912123,total_logons
U227@DOM1,14,58,0,58,0.0,1.0,8,8,3,1,32,1,0,0,23.00027777777778,1,-0.0129314433505218,-1,-1.7508455280999324,0.014410200638111482,0.014852283979003738,-1.2223623136471848,-1.2438695780076667,-1.4834915464793255,-0.5838961106782782,-1.281010290866955,-0.11553846959078884,0.005932520707510427,0.07600563491603993,-1.2903931549536396,total_logons
U22@DOM1,12,1073,58,1015,0.054054054054054,0.945945945945946,14,16,2,0,985,2,491,0,8.671666666666667,0,-0.1063706824895064,-1,-1.973662510207101,-1.385660513230331,-0.1989014668303515,-1.3306969535976558,-1.3898133725398105,-0.22739052236260676,0.006158438603320017,-1.852390972064247,0.010084578230476485,-2.006886182668911,0.06240011049186501,-0.3656788003236566,kerberos_logons
U24@DOM1,12,69,0,69,0.0,1.0,13,9,4,12,38,3,21,0,22.34611111111111,1,-0.0702853099957433,-1,-1.511838370211016,0.011651073735131034,0.011896524253241426,-1.3656156847059344,-1.0882870805675888,-1.2396765577539757,-0.9568456654627705,-1.1025666016715348,-0.6263821199940414,-1.1927226931747121,0.06041474925987298,-0.9858306399454657,total_logons
U24@DOM1,13,75,0,75,0.0,1.0,13,13,3,10,41,3,16,0,23.55388888888889,1,-0.0761281214568334,-1,-1.5362966865999979,0.011673224806675004,0.011481558552952603,-1.371975725505441,-1.2818408362323723,-1.1915450562322043,-0.9252248603472762,-1.1560117134338181,-0.6241692471292658,-1.0292758621856521,0.059319559248157565,-1.0619374211805446,total_logons
U24@DOM1,14,56,0,56,0.0,1.0,15,12,4,7,31,3,13,0,21.739166666666662,1,-0.0576184955833878,-1,-1.4113154564309078,0.012276671432590558,0.01176336821383144,-1.3825699607706614,-1.2917997087704784,-1.2350611679303483,-0.8938245325542302,-1.0299416955715017,-0.659180443319377,-0.9593365733102943,0.06180942361923265,-0.9673015146657554,total_logons
U2575@DOM1,12,36,0,36,0.0,1.0,11,9,2,0,34,3,18,1,22.926944444444445,1,-0.0082668548858523,-1,-1.1258506019056003,0.01289408208282279,0.013672085728128627,-1.2549201818502478,-1.2050850590912352,-0.18724749013612477,0.007967018526497562,-1.2185106975408344,-0.5962232371637725,-1.3034358276632954,-0.8113266399121936,-1.0967115887545313,kerberos_logons
U2575@DOM1,13,74,0,74,0.0,1.0,13,11,2,0,62,3,32,1,23.711111111111112,1,-0.0572271128096184,-1,-1.5278830539457262,0.012064308820895613,0.011905214549440943,-1.347166619411699,-1.276545838777612,-0.2285424030737699,0.0083381062817001,-1.479128357666721,-0.5844886030750324,-1.499639827237863,-0.772817959341254,-1.0530570213086552,total_logons
U2575@DOM1,14,90,0,90,0.0,1.0,16,15,2,0,79,3,31,6,23.105833333333333,1,-0.0868717795620669,-1,-1.5488677172343344,0.011351819099969955,0.010777089078635416,-1.2567468737785124,-1.3615331917302789,-0.24459496817323503,0.006833928895010174,-1.5239045361632166,-0.5737407266044453,-1.3762214150666476,-1.467244924067773,-0.9720653926145992,total_logons
U2758@DOM1,12,52,0,52,0.0,1.0,17,11,4,1,25,2,14,0,9.196944444444444,1,-0.0252523426963789,-1,-1.4991481238899826,0.013237100338933576,0.013360007983809206,-1.6657338703425748,-1.425429060742516,-1.3921005321947417,-0.61714899208313,-1.0221105900606533,0.06878671309398966,-1.1804135443846286,0.07576649439062089,-0.47840949063395954,unique_destinations
U2758@DOM1,13,102,0,102,0.0,1.0,13,9,2,0,87,3,37,1,9.268611111111111,1,-0.0503931220348852,-1,-1.7596724803109907,0.012206585326944769,0.012527025253472964,-1.3722788171030118,-1.1780484355122252,-0.22213236562798,0.008334001814427854,-1.7588502509355277,-0.5626547294512914,-1.547734081898729,-0.780665889649009,-0.4560725346371266,total_logons
U292@DOM1,12,227,0,227,0.0,1.0,30,19,3,0,9,2,3,0,8.59388888888889,0,-0.0097321121559037,-1,-2.6243076861295185,0.01413917037220248,0.01453935704812597,-1.8833832714187815,-1.9094686706243387,-1.5263236933118192,0.011321559469273943,-0.44085563296772645,0.09619743441977877,-0.2429140388648616,0.08696807719325217,-0.3907334223806413,total_logons
U3005@DOM1,12,60,0,60,0.0,1.0,19,17,3,0,45,2,10,0,17.072777777777777,1,-0.0324322080285457,-1,-1.615652325482687,0.01266260097839368,0.013793846229903955,-1.6369270004403835,-1.6876252627578159,-1.3351171409358802,0.010750613443599072,-1.3668196252961216,0.0761838143166207,-0.9070164610001977,0.07728169015750265,-0.8941273339026755,unique_source_computers
U3005@DOM1,13,77,0,77,0.0,1.0,19,16,2,0,56,3,27,2,23.316388888888888,1,-0.0678448810316406,-1,-1.4875626320486086,0.011575292998454672,0.011199633101145122,-1.3501639908528045,-1.4244609139518534,-0.2265749700352875,0.008082318665603572,-1.3490425723140949,-0.5645493032777423,-1.3862990252347525,-1.173284378700047,-1.0085341679611823,total_logons
U3005@DOM1,14,63,0,63,0.0,1.0,14,11,3,0,52,2,27,0,23.469722222222224,1,-0.0483041618971994,-1,-1.5203552685716724,0.012313768967323844,0.012751777586588122,-1.4335665347508217,-1.3217961517917078,-1.3247911498524796,0.010544713320143229,-1.3739154217995513,0.031842263327698024,-1.6140926306524588,0.07386445033969857,-1.11728140618066,kerberos_logons
U3206@DOM1,12,67,0,67,0.0,1.0,12,7,3,0,39,2,16,0,11.693055555555556,1,-0.0096596603358489,-1,-1.6970667804682598,0.013650864434205661,0.014027659753283576,-1.4874240306119082,-1.0400539558552522,-1.4354524074323884,0.010945146849652471,-1.3112558128709055,0.0941765245123959,-1.3131069941780387,0.07630403242922676,-0.7180809931126382,total_logons
U3206@DOM1,13,57,0,57,0.0,1.0,12,7,3,0,36,3,14,1,11.008888888888889,1,-0.0084867411146489,-1,-1.361365651743672,0.012943252711167015,0.01332027811600012,-1.2741778660429115,-0.8986908235579706,-1.2487393049341242,0.01086043963469291,-1.1261139373196578,-0.5289855760836593,-1.0357197075906064,-0.7616651012363372,-0.5709564397104565,total_logons
U3206@DOM1,14,76,0,76,0.0,1.0,13,10,3,0,54,2,24,0,11.025555555555556,1,-0.0427351251842216,-1,-1.7086038609686791,0.012495878092338205,0.013328039721909136,-1.5137101605823264,-1.3900584772647286,-1.3478271955559626,0.010658100969780893,-1.461743379866502,0.04984348542040643,-1.574365818919038,0.07509087744296176,-0.620910554728953,total_logons
U342@DOM1,12,84,0,84,0.0,1.0,16,22,2,0,72,2,40,0,22.934444444444445,1,-0.065097215628362,-1,-1.8631698088036583,0.012079143547558312,0.012785492222322413,-1.499503231474458,-1.7234072400290898,-0.28360669360226254,0.008320670585158507,-1.74693437950467,0.028588804036105402,-1.8163479278796508,0.07350806722763095,-1.0897510628239933,total_logons
U342@DOM1,13,66,0,66,0.0,1.0,15,18,3,0,53,2,25,0,22.814722222222223,1,-0.0552792668519326,-1,-1.5456989935702885,0.01167884898153039,0.012488400608658119,-1.4271070227781886,-1.5964251461152799,-1.2846029169499396,0.01040147340670009,-1.384962782590246,0.025555407882355895,-1.501798465347842,0.07184037692650748,-1.0908507705118704,unique_source_computers
U342@DOM1,14,50,0,50,0.0,1.0,18,15,3,0,38,3,19,0,23.497777777777777,1,-0.047456972898504,-1,-1.3516815359947945,0.011592325110917482,0.01227154120526487,-1.4204776481654173,-1.469624772936,-1.2267387943486439,0.010709425912468304,-1.1736503616414975,-0.6753539062468787,-1.2514037079287368,0.060726333939337455,-1.074369230824348,unique_source_computers
U3486@DOM1,12,129,0,129,0.0,1.0,18,8,2,0,25,2,14,0,22.389166666666668,1,-0.0125578379373165,-1,-2.2964047612371337,0.013291218462477723,0.014181827225779906,-1.702904733315567,-1.2575598052730108,-0.2678177374930664,0.008519484634557256,-1.1463177875405264,0.10716970727248527,-1.2755156915443682,0.08337076303244682,-1.1325982688203236,total_logons
U34@DOM1,12,172,0,172,0.0,1.0,4,4,1,0,172,2,93,0,8.61111111111111,0,-0.0201464341754171,-1,-2.624680715792079,0.01395944576866149,0.01426050555995862,-0.3190050788155687,-0.6163449919880579,0.0654780107941763,0.008726419440732066,-2.4163745899916944,0.06752723178133926,-2.789599776609625,0.07980853447038781,-0.49036276783826077,kerberos_logons
U3549@DOM1,12,71,0,71,0.0,1.0,16,14,2,0,52,2,28,0,22.830277777777777,1,-0.0459510493688866,-1,-1.8074668315452143,0.012241994410791239,0.013247071543559143,-1.5626974864329601,-1.6549586056746135,-0.2776501980824733,0.008938975187204705,-1.5298556476584684,0.05057662301709378,-1.7298576992987937,0.0767514090157697,-1.1179281770504983,total_logons
U3549@DOM1,13,63,0,63,0.0,1.0,13,13,2,0,51,3,21,4,15.990833333333333,1,-0.0540592184708631,-1,-1.4293438336100044,0.012180183929048419,0.011709453147403933,-1.331857070905045,-1.3474330840878466,-0.20490333785172254,0.008338304592675864,-1.3578229549901442,-0.5658509725430282,-1.2138417443155356,-1.5083668061454922,-0.7487650455797311,ntlm_logons
U3549@DOM1,14,66,0,66,0.0,1.0,15,12,2,0,48,3,23,3,15.980555555555556,1,-0.0512143478802218,-1,-1.4313591585435932,0.01215594563112381,0.011850568423742124,-1.3543310127555976,-1.331407513167791,-0.1959429896454998,0.008323356008345785,-1.3503349447198065,-0.5627678278476985,-1.2664199927863522,-1.39149474316467,-0.7692285957916282,total_logons
U3575@DOM1,12,72,0,72,0.0,1.0,12,8,3,1,32,3,11,2,8.564722222222223,1,-0.0340670458505532,-1,-1.5361306312416136,0.012580730866985405,0.01239257945796768,-1.178563315872416,-1.0191967320067963,-1.1501171338582001,-0.5454094754573033,-1.0204980512090602,-0.5670480167467123,-0.821494770951222,-1.1633674429927994,-0.30818905710404504,total_logons
U3575@DOM1,13,81,0,81,0.0,1.0,11,8,3,1,33,3,14,2,9.616666666666667,1,-0.0373084113191256,-1,-1.5313398947715278,0.012230761738458728,0.012239426879164884,-1.0819929557135404,-0.9911023022018339,-1.1498504209985765,-0.5329666391870662,-1.001915198270109,-0.5391695831351738,-0.9693806202637397,-1.1524582758485962,-0.42342189450820195,total_logons
U3635@DOM1,13,82,1,81,0.0121951219512195,0.9878048780487804,23,18,3,0,57,3,30,2,17.580277777777777,1,-0.0935906881249648,-1,-1.3247236199561927,-0.873282468621219,-0.13267082277806463,-1.1839594737303538,-1.2751335138595574,-1.0052771999336056,0.008331653069381275,-1.1772206822191489,-0.48527019188132425,-1.2276744742557786,-1.001544450492878,-0.7413408597920962,total_logons
U3635@DOM1,14,88,0,88,0.0,1.0,23,24,2,0,59,2,21,0,23.08388888888889,1,-0.0534221687894581,-1,-1.9190893099147606,0.01233847425288353,0.013240295188552917,-1.6258786558668108,-1.793098951665228,-0.26981284453344434,0.00863192141713991,-1.6514755673183228,0.042003951844407514,-1.4659700229885273,0.07625734169748914,-1.0908052046819807,total_logons
U4112@DOM1,12,84,0,84,0.0,1.0,13,9,4,0,57,4,26,1,7.969444444444444,1,-0.0589359854698039,-1,-1.5734646447771028,0.011974150159396917,0.01195405682142979,-1.3035768156115997,-1.1067910886871892,-1.2153969593194365,0.009558595290303307,-1.3503603760090106,-0.817816720463529,-1.4003062989317134,-0.7650868466984789,-0.2704531562239163,total_logons
U4112@DOM1,13,64,0,64,0.0,1.0,11,8,3,0,32,3,16,0,7.990555555555556,1,-0.0019932851765591,-1,-1.6293993145178063,0.013351517184807598,0.014219272268270989,-1.296437639671726,-1.1722617755210933,-1.3520968730323468,0.01254168629745501,-1.1589192510487833,-0.682483806864508,-1.1935645564374877,0.06700344474413804,-0.25740670185703907,total_logons
U415@DOM1,12,122,1,121,0.0081967213114754,0.9918032786885246,17,15,2,0,101,3,39,4,16.067777777777778,1,-0.1003036277907661,-1,-1.583389923421531,-0.8747636035568189,-0.08049047983720221,-1.1765793916477136,-1.2736878131012532,-0.21716840753475725,0.006430800580151442,-1.5161643140262235,-0.5222927091991149,-1.3311173527489537,-1.282352612282465,-0.6908623597231057,total_logons
U415@DOM1,13,76,0,76,0.0,1.0,10,8,3,1,65,3,26,2,16.331666666666667,1,-0.0681714095705364,-1,-1.4062633969654887,0.011454978239842427,0.011316769833316701,-0.9931660393375897,-0.9466703850260102,-1.101629269882017,-0.5147272759325723,-1.3248090940024813,-0.5385082549751041,-1.3395713467092067,-1.0989299112930064,-0.704299840188475,total_logons
U4448@DOM1,12,101,2,99,0.0198019801980198,0.9801980198019802,19,17,4,1,76,3,26,2,21.2525,1,-0.1155563493526828,-1,-1.3466162852189132,-0.9935643211635641,-0.13808200071902849,-1.1308024916343682,-1.1535319190932731,-1.0231335443092289,-0.4505800883006687,-1.2734418248699846,-0.4885616633441087,-1.1276649643302343,-0.9390062740498417,-0.7524527894657833,total_logons
U4448@DOM1,13,56,0,56,0.0,1.0,14,12,4,1,39,3,18,1,21.7775,1,-0.059980152972659,-1,-1.229210273863956,0.011808128342029427,0.011093614833246975,-1.2989988070035385,-1.2174714581656025,-1.1396234288501104,-0.5264230708355967,-1.0806408811341899,-0.5402919687375939,-1.1538633616085245,-0.7153316075056547,-0.9108213770403648,unique_destinations
U4448@DOM1,14,43,0,43,0.0,1.0,15,13,3,0,32,2,17,0,23.56111111111111,1,-0.0322745542077275,-1,-1.3227865263718286,0.013195852472550621,0.013206317224316649,-1.566904711510497,-1.4554899458053887,-1.3817629716491,0.010798570819986095,-1.173316574417859,0.051168253831948875,-1.3572469420038742,0.07439224634544153,-1.1547351589935952,unique_destinations
U453@DOM1,12,61,0,61,0.0,1.0,15,10,3,1,59,4,44,1,19.749166666666667,1,-0.0821024103775091,-1,-1.227398369539125,0.011218046913271147,0.010877313012067414,-1.2231288502181685,-1.125082826182493,-1.0953433985109675,-0.4840308100335794,-1.3038466220577476,-0.7806052790794085,-1.4705310075289604,-0.709881707675034,-0.8096846555988595,kerberos_logons
U453@DOM1,13,81,0,81,0.0,1.0,13,11,3,0,77,3,21,17,18.02138888888889,1,-0.0806811483077827,-1,-1.3909352214402375,0.011634744872786807,0.011055759319184604,-1.1908452981855704,-1.0958089324192466,-1.1143199662390846,0.00941428118510738,-1.381910242339252,-0.5381682650284833,-1.126281743424217,-1.612882456136599,-0.7619095685238245,ntlm_logons
U453@DOM1,14,58,0,58,0.0,1.0,8,8,2,0,56,3,20,5,21.57611111111111,1,-0.0341113663573068,-1,-1.3969934165042013,0.012549862637753977,0.01276577785041974,-0.9391464081123727,-1.0395006956597024,-0.204635018829188,0.009105912994741196,-1.407441418722964,-0.583456822907039,-1.256298425016006,-1.569609759223546,-0.9232590597774679,ntlm_logons
U48@DOM1,12,116,0,116,0.0,1.0,1,1,1,0,116,2,53,0,8.599722222222223,0,-0.0070688692867323,-1,-2.690245814717589,0.0154695828596469,0.015224997453709106,-0.05268491818929256,-0.031606007063429004,0.08645460518393872,0.007868200890397253,-2.635771665353361,-0.032800082080910495,-2.7758916942353022,0.08563273644629082,-0.7318199084346285,kerberos_logons
U5254@DOM1,13,93,0,93,0.0,1.0,6,5,2,0,91,2,39,0,23.558055555555555,1,-0.0165988992064979,-1,-2.016431386691038,0.013793212263392361,0.01423622075661835,-0.7687782589878648,-0.8149907919094896,-0.2426742327873384,0.008966176122943507,-2.0529012320939968,0.08902315401304618,-1.974324864584424,0.08138933518143453,-1.272112276616523,network_logons
U5418@DOM1,12,47,7,40,0.1489361702127659,0.851063829787234,3,4,1,0,47,3,7,16,7.728611111111111,0,-0.0370055096321478,-1,-1.4482478849757432,-1.6836432158056398,-0.5929711065523532,-0.021343450581975898,-0.5160633393161969,0.058126172702903225,0.007791332674816587,-1.489567095975731,-0.6907982117157286,-0.6498689038463464,-2.100572137465975,-0.21599272658677107,ntlm_logons
U63@DOM1,12,151,0,151,0.0,1.0,5,5,3,9,126,3,66,0,8.545555555555556,0,-0.0677980095645455,-1,-1.9526232303238933,0.01167887541784358,0.011586367375844528,-0.47790404166644807,-0.6678338747716999,-1.235993614224995,-0.8909865934089567,-1.8202381846094673,-0.665025732737749,-1.9413421548092742,0.06183622586368657,-0.371880232731339,total_logons
U655@DOM1,12,68,0,68,0.0,1.0,18,13,2,0,42,3,12,3,22.31055555555556,1,-0.0538001561951124,-1,-1.479171497943504,0.01240880561561968,0.011926701202926753,-1.4053003824727277,-1.3924338504779086,-0.22567274012608016,0.008389522846946102,-1.297508689919747,-0.5953588110146325,-0.9180355710127145,-1.392578538604737,-0.9976218564528734,total_logons
U655@DOM1,13,61,0,61,0.0,1.0,14,10,3,0,42,3,12,3,22.731944444444444,1,-0.0610871304248138,-1,-1.29467147618145,0.01201887344515969,0.011481107088198316,-1.2716216315825017,-1.206177184800223,-1.1459657426860288,0.009868594425119673,-1.1662968268145382,-0.5646031682598909,-0.8657199888995579,-1.313361373240631,-1.015908090853096,ntlm_logons
U655@DOM1,14,71,0,71,0.0,1.0,18,13,2,0,40,3,20,2,23.05444444444445,1,-0.0537306285018963,-1,-1.5364099931889057,0.012066237659621911,0.011753490822715304,-1.3791908320835176,-1.3594355875665707,-0.21172872988622013,0.00827486192732972,-1.239633331138962,-0.5664600510204337,-1.2037285932916117,-1.195118834898065,-1.0100033469465484,total_logons
U6691@DOM1,12,46,0,46,0.0,1.0,12,9,3,0,30,2,16,0,20.098333333333333,1,-0.0158087741070218,-1,-1.467989466526225,0.01354593322015744,0.014077681802025808,-1.4862991967446606,-1.259544127233144,-1.401256444539095,0.011073682553034625,-1.1635155589626607,0.05294146406155024,-1.2590271362577001,0.07650818838755476,-1.0492800633780561,unique_destinations
U6691@DOM1,14,112,0,112,0.0,1.0,9,5,4,1,91,3,31,18,16.613333333333333,1,-0.0896587431535088,-1,-1.5293423271859066,0.01101630560431102,0.010885498609227226,-0.8666662123117926,-0.5882061305356249,-1.1720407314179682,-0.5027999870687022,-1.49169007981973,-0.5382950612269729,-1.3199963748533334,-1.6245845391859253,-0.7357185271065866,ntlm_logons
U6764@DOM1,12,99,0,99,0.0,1.0,8,7,2,0,84,3,39,1,7.813888888888889,1,-0.0287065040890697,-1,-1.8191479920825921,0.012927958069911595,0.013296489398159408,-0.9802287974364088,-0.9840205466779507,-0.22059231570663956,0.009098011966972918,-1.896952044703424,-0.5669526037961159,-1.6647347418170966,-0.819013217041475,-0.2621225919949485,network_logons
U6@DOM1,12,92,0,92,0.0,1.0,10,10,2,0,91,2,44,0,8.610555555555555,0,-0.0405833741048524,-1,-1.9557430640159135,0.013300388566449547,0.013932768181539287,-1.3455445148816259,-1.5181221250500978,-0.2547887898324523,0.008708952799452009,-2.0314428168301477,0.05409396641171143,-2.069215950737763,0.07659509044790569,-0.4053710595055662,kerberos_logons
U737@DOM1,12,94,0,94,0.0,1.0,37,27,5,1,45,4,16,4,21.06861111111111,1,-0.0986567981000182,-1,-1.4590587871643383,0.01088070599231161,0.01001830042018497,-1.2475483082908054,-1.335887439836024,-1.1179621780872493,-0.494638236411335,-1.100146124803045,-0.7442414422259294,-0.9220427571529208,-1.29955009563034,-0.8122618033095095,total_logons
U737@DOM1,13,53,0,53,0.0,1.0,20,17,2,0,45,3,19,5,17.37527777777778,1,-0.057435015358767,-1,-1.315742133783531,0.011866015999006312,0.011847284714587137,-1.3822146042705308,-1.4896547890441765,-0.21187325455237938,0.00828961730806153,-1.2807231409636421,-0.5814666544621029,-1.1790140947007441,-1.5228324584085762,-0.8094386961953906,ntlm_logons
U737@DOM1,14,53,0,53,0.0,1.0,24,21,2,0,27,2,13,0,18.569166666666668,1,-0.0161754880481054,-1,-1.7262494721988753,0.013359755789874915,0.014196482892009418,-1.7316182290939288,-1.910013105147214,-0.2359258532695463,0.009562386486715318,-1.2384747263025613,0.0863497775869895,-1.2433597704743067,0.0813496172384859,-1.0453885329727326,unique_source_computers
U7507@DOM1,12,94,5,89,0.0531914893617021,0.946808510638298,20,10,4,1,62,3,18,17,10.510555555555555,1,-0.1144374659194149,-1,-1.313621957993029,-1.1348942544163627,-0.184416487964216,-1.1679721335790327,-0.9662883988775807,-1.0574233152008472,-0.465415413690755,-1.170318673219047,-0.49172562844809287,-0.9668316378452737,-1.468134639711778,-0.410395625552976,ntlm_logons
U7507@DOM1,13,54,0,54,0.0,1.0,9,6,3,0,32,3,16,2,9.318333333333332,1,-0.0024189551516317,-1,-1.3254047770354358,0.013307744489943875,0.013160039335379493,-1.0303856259031656,-0.8019394000688834,-1.2223713706056694,0.011753290591035038,-1.0452043193623162,-0.5347301425433427,-1.0870985723202973,-1.2253498427474407,-0.4100017105429012,total_logons
U7594@DOM1,12,72,0,72,0.0,1.0,11,9,3,0,48,2,18,0,22.061666666666667,1,-0.0360908105854761,-1,-1.6934750786762067,0.01272088742331802,0.013457488856944486,-1.32429025375901,-1.236562732668736,-1.3626249846454934,0.010813083907442178,-1.4007414906195277,0.0414401780290714,-1.3903056245214511,0.07394736009233219,-1.0694653532167941,total_logons
