time,rule,severity,user,computer,detail
1080670,Excessive Lateral Movement,HIGH,U1723@DOM1,C549,Distinct destinations: 35
1081349,Excessive Lateral Movement,HIGH,U1723@DOM1,C504,Distinct destinations: 35
1083779,Excessive Lateral Movement,HIGH,U1723@DOM1,C1173,Distinct destinations: 35
1089167,Excessive Lateral Movement,HIGH,U1723@DOM1,C2106,Distinct destinations: 35
1091173,Excessive Lateral Movement,HIGH,U1723@DOM1,C457,Distinct destinations: 35
1091211,Excessive Lateral Movement,HIGH,U1723@DOM1,C457,Distinct destinations: 35
1091245,Excessive Lateral Movement,HIGH,U1723@DOM1,C457,Distinct destinations: 35
1093451,Excessive Lateral Movement,HIGH,U1723@DOM1,C3468,Distinct destinations: 35
1094823,Excessive Lateral Movement,HIGH,U1723@DOM1,C1311,Distinct destinations: 35
1094829,Excessive Lateral Movement,HIGH,U1723@DOM1,C1640,Distinct destinations: 35
1095322,Excessive Lateral Movement,HIGH,U1723@DOM1,C625,Distinct destinations: 35
1095360,Excessive Lateral Movement,HIGH,U1723@DOM1,TGT,Distinct destinations: 35
1095551,Excessive Lateral Movement,HIGH,U1723@DOM1,C926,Distinct destinations: 35
1101774,Excessive Lateral Movement,HIGH,U1723@DOM1,C1640,Distinct destinations: 35
1101777,Excessive Lateral Movement,HIGH,U1723@DOM1,C467,Distinct destinations: 35
1115043,Excessive Lateral Movement,HIGH,U1723@DOM1,C528,Distinct destinations: 35
1115063,Excessive Lateral Movement,HIGH,U1723@DOM1,C625,Distinct destinations: 35
1134244,Excessive Lateral Movement,HIGH,U1723@DOM1,C467,Distinct destinations: 35
1139886,Excessive Lateral Movement,HIGH,U1723@DOM1,C467,Distinct destinations: 35
1143656,Excessive Lateral Movement,HIGH,U1723@DOM1,C625,Distinct destinations: 35
1144098,Excessive Lateral Movement,HIGH,U1723@DOM1,C2327,Distinct destinations: 35
1155023,Excessive Lateral Movement,HIGH,U1723@DOM1,C1173,Distinct destinations: 35
1159082,Excessive Lateral Movement,HIGH,U1723@DOM1,C467,Distinct destinations: 35
1159127,Excessive Lateral Movement,HIGH,U1723@DOM1,C625,Distinct destinations: 35
1163706,Excessive Lateral Movement,HIGH,U1723@DOM1,C926,Distinct destinations: 35
1166501,Excessive Lateral Movement,HIGH,U1723@DOM1,C148,Distinct destinations: 35
1167567,Excessive Lateral Movement,HIGH,U1723@DOM1,C926,Distinct destinations: 35
1167948,Excessive Lateral Movement,HIGH,U1723@DOM1,C22543,Distinct destinations: 35
1167962,Excessive Lateral Movement,HIGH,U1723@DOM1,C22543,Distinct destinations: 35
1167980,Excessive Lateral Movement,HIGH,U1723@DOM1,C22543,Distinct destinations: 35
1168936,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1169930,Excessive Lateral Movement,HIGH,U1723@DOM1,C528,Distinct destinations: 35
1169934,Excessive Lateral Movement,HIGH,U1723@DOM1,C457,Distinct destinations: 35
1170142,Excessive Lateral Movement,HIGH,U1723@DOM1,TGT,Distinct destinations: 35
1170651,Excessive Lateral Movement,HIGH,U1723@DOM1,C625,Distinct destinations: 35
1173142,Excessive Lateral Movement,HIGH,U1723@DOM1,TGT,Distinct destinations: 35
1173149,Excessive Lateral Movement,HIGH,U1723@DOM1,C1065,Distinct destinations: 35
1173156,Excessive Lateral Movement,HIGH,U1723@DOM1,C3468,Distinct destinations: 35
1173281,Excessive Lateral Movement,HIGH,U1723@DOM1,C586,Distinct destinations: 35
1173292,Excessive Lateral Movement,HIGH,U1723@DOM1,C457,Distinct destinations: 35
1173371,Excessive Lateral Movement,HIGH,U1723@DOM1,C2106,Distinct destinations: 35
1173371,Excessive Lateral Movement,HIGH,U1723@DOM1,C2106,Distinct destinations: 35
1173839,Excessive Lateral Movement,HIGH,U1723@DOM1,C528,Distinct destinations: 35
1175445,Excessive Lateral Movement,HIGH,U1723@DOM1,C457,Distinct destinations: 35
1175476,Excessive Lateral Movement,HIGH,U1723@DOM1,C2106,Distinct destinations: 35
1176413,Excessive Lateral Movement,HIGH,U1723@DOM1,C1056,Distinct destinations: 35
1178634,Excessive Lateral Movement,HIGH,U1723@DOM1,C1810,Distinct destinations: 35
1179277,Excessive Lateral Movement,HIGH,U1723@DOM1,C148,Distinct destinations: 35
1180484,Excessive Lateral Movement,HIGH,U1723@DOM1,C1065,Distinct destinations: 35
1180661,Excessive Lateral Movement,HIGH,U1723@DOM1,C395,Distinct destinations: 35
1230261,Excessive Lateral Movement,HIGH,U1723@DOM1,C926,Distinct destinations: 35
1230303,Excessive Lateral Movement,HIGH,U1723@DOM1,C926,Distinct destinations: 35
1231327,Excessive Lateral Movement,HIGH,U1723@DOM1,C148,Distinct destinations: 35
1232677,Excessive Lateral Movement,HIGH,U1723@DOM1,C528,Distinct destinations: 35
1232691,Excessive Lateral Movement,HIGH,U1723@DOM1,C528,Distinct destinations: 35
1238636,Excessive Lateral Movement,HIGH,U1723@DOM1,C3468,Distinct destinations: 35
1238644,Excessive Lateral Movement,HIGH,U1723@DOM1,C148,Distinct destinations: 35
1238654,Excessive Lateral Movement,HIGH,U1723@DOM1,C625,Distinct destinations: 35
1239259,Excessive Lateral Movement,HIGH,U1723@DOM1,C2327,Distinct destinations: 35
1239558,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1241085,Excessive Lateral Movement,HIGH,U1723@DOM1,C17595,Distinct destinations: 35
1241569,Excessive Lateral Movement,HIGH,U1723@DOM1,C1173,Distinct destinations: 35
1241580,Excessive Lateral Movement,HIGH,U1723@DOM1,C549,Distinct destinations: 35
1241823,Excessive Lateral Movement,HIGH,U1723@DOM1,C1173,Distinct destinations: 35
1242718,Excessive Lateral Movement,HIGH,U1723@DOM1,TGT,Distinct destinations: 35
1242785,Excessive Lateral Movement,HIGH,U1723@DOM1,C2651,Distinct destinations: 35
1242799,Excessive Lateral Movement,HIGH,U1723@DOM1,C529,Distinct destinations: 35
1243385,Excessive Lateral Movement,HIGH,U1723@DOM1,C528,Distinct destinations: 35
1245396,Excessive Lateral Movement,HIGH,U1723@DOM1,C625,Distinct destinations: 35
1245472,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1245479,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1245510,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1247297,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1247475,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1249199,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1249200,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1250266,Excessive Lateral Movement,HIGH,U1723@DOM1,C586,Distinct destinations: 35
1250304,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1250526,Excessive Lateral Movement,HIGH,U1723@DOM1,C625,Distinct destinations: 35
1250532,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1250541,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1250553,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1250748,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1250756,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1258258,Excessive Lateral Movement,HIGH,U1723@DOM1,TGT,Distinct destinations: 35
1258648,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1258883,Excessive Lateral Movement,HIGH,U1723@DOM1,C1003,Distinct destinations: 35
1259240,Excessive Lateral Movement,HIGH,U1723@DOM1,C17595,Distinct destinations: 35
1259618,Excessive Lateral Movement,HIGH,U1723@DOM1,C22543,Distinct destinations: 35
1261251,Excessive Lateral Movement,HIGH,U1723@DOM1,C586,Distinct destinations: 35
1262483,Excessive Lateral Movement,HIGH,U1723@DOM1,C926,Distinct destinations: 35
1263759,Excessive Lateral Movement,HIGH,U1723@DOM1,C926,Distinct destinations: 35
1264913,Excessive Lateral Movement,HIGH,U1723@DOM1,C586,Distinct destinations: 35
1042709,Excessive Lateral Movement,HIGH,U24@DOM1,C2225,Distinct destinations: 20
1046362,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1046890,Excessive Lateral Movement,HIGH,U24@DOM1,C4923,Distinct destinations: 20
1050019,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1051325,Excessive Lateral Movement,HIGH,U24@DOM1,C2982,Distinct destinations: 20
1052180,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1052840,Excessive Lateral Movement,HIGH,U24@DOM1,U24,Distinct destinations: 20
1057563,Excessive Lateral Movement,HIGH,U24@DOM1,C2225,Distinct destinations: 20
1058614,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1059921,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1061518,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1062171,Excessive Lateral Movement,HIGH,U24@DOM1,TGT,Distinct destinations: 20
1063218,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1063946,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1064881,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1065389,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1066772,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1068902,Excessive Lateral Movement,HIGH,U24@DOM1,U24,Distinct destinations: 20
1069172,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1071463,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1072606,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1072619,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1073766,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1073861,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1075202,Excessive Lateral Movement,HIGH,U24@DOM1,TGT,Distinct destinations: 20
1076041,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1078201,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1079161,Excessive Lateral Movement,HIGH,U24@DOM1,C457,Distinct destinations: 20
1079221,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1079882,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1080042,Excessive Lateral Movement,HIGH,U24@DOM1,C457,Distinct destinations: 20
1080981,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1081321,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1083481,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1083861,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1083933,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1084325,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1085521,Excessive Lateral Movement,HIGH,U24@DOM1,C612,Distinct destinations: 20
1088371,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1089721,Excessive Lateral Movement,HIGH,U24@DOM1,TGT,Distinct destinations: 20
1089859,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1090521,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1091504,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1092407,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1094404,Excessive Lateral Movement,HIGH,U24@DOM1,C583,Distinct destinations: 20
1095721,Excessive Lateral Movement,HIGH,U24@DOM1,C2982,Distinct destinations: 20
1096095,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1099204,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1101321,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1101366,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1101848,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1102206,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1102835,Excessive Lateral Movement,HIGH,U24@DOM1,C457,Distinct destinations: 20
1102967,Excessive Lateral Movement,HIGH,U24@DOM1,TGT,Distinct destinations: 20
1104740,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1106534,Excessive Lateral Movement,HIGH,U24@DOM1,C1786,Distinct destinations: 20
1107740,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1109206,Excessive Lateral Movement,HIGH,U24@DOM1,C457,Distinct destinations: 20
1109784,Excessive Lateral Movement,HIGH,U24@DOM1,C612,Distinct destinations: 20
1110702,Excessive Lateral Movement,HIGH,U24@DOM1,U24,Distinct destinations: 20
1110973,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1113048,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1113428,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1114348,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1114520,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1114779,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1114880,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1121316,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1123155,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1123212,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1126925,Excessive Lateral Movement,HIGH,U24@DOM1,C2982,Distinct destinations: 20
1129921,Excessive Lateral Movement,HIGH,U24@DOM1,C612,Distinct destinations: 20
1131392,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1131991,Excessive Lateral Movement,HIGH,U24@DOM1,U24,Distinct destinations: 20
1132940,Excessive Lateral Movement,HIGH,U24@DOM1,C2982,Distinct destinations: 20
1136521,Excessive Lateral Movement,HIGH,U24@DOM1,C612,Distinct destinations: 20
1137601,Excessive Lateral Movement,HIGH,U24@DOM1,U24,Distinct destinations: 20
1138375,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1139932,Excessive Lateral Movement,HIGH,U24@DOM1,C2982,Distinct destinations: 20
1140911,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1141218,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1141323,Excessive Lateral Movement,HIGH,U24@DOM1,TGT,Distinct destinations: 20
1141552,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1143328,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1144841,Excessive Lateral Movement,HIGH,U24@DOM1,C612,Distinct destinations: 20
1145816,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1147331,Excessive Lateral Movement,HIGH,U24@DOM1,C612,Distinct destinations: 20
1149416,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1149747,Excessive Lateral Movement,HIGH,U24@DOM1,TGT,Distinct destinations: 20
1152458,Excessive Lateral Movement,HIGH,U24@DOM1,C1500,Distinct destinations: 20
1152774,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1153201,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1155621,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1155852,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1155982,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1156569,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1157159,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1158861,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1159021,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1159227,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1159681,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1159960,Excessive Lateral Movement,HIGH,U24@DOM1,C612,Distinct destinations: 20
1160047,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1162225,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1162466,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1164001,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1165029,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1167377,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1167721,Excessive Lateral Movement,HIGH,U24@DOM1,C612,Distinct destinations: 20
1170373,Excessive Lateral Movement,HIGH,U24@DOM1,C457,Distinct destinations: 20
1174566,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1175766,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1178273,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1179302,Excessive Lateral Movement,HIGH,U24@DOM1,U24,Distinct destinations: 20
1180082,Excessive Lateral Movement,HIGH,U24@DOM1,C457,Distinct destinations: 20
1180341,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1180684,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1181661,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1181727,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1183925,Excessive Lateral Movement,HIGH,U24@DOM1,C612,Distinct destinations: 20
1184407,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1184521,Excessive Lateral Movement,HIGH,U24@DOM1,TGT,Distinct destinations: 20
1185091,Excessive Lateral Movement,HIGH,U24@DOM1,C467,Distinct destinations: 20
1186203,Excessive Lateral Movement,HIGH,U24@DOM1,TGT,Distinct destinations: 20
1186706,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1189301,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1191144,Excessive Lateral Movement,HIGH,U24@DOM1,C457,Distinct destinations: 20
1191750,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1191974,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1192921,Excessive Lateral Movement,HIGH,U24@DOM1,TGT,Distinct destinations: 20
1193521,Excessive Lateral Movement,HIGH,U24@DOM1,TGT,Distinct destinations: 20
1195204,Excessive Lateral Movement,HIGH,U24@DOM1,C583,Distinct destinations: 20
1196102,Excessive Lateral Movement,HIGH,U24@DOM1,U24,Distinct destinations: 20
1196473,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1198873,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1198940,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1199571,Excessive Lateral Movement,HIGH,U24@DOM1,C2982,Distinct destinations: 20
1200731,Excessive Lateral Movement,HIGH,U24@DOM1,C612,Distinct destinations: 20
1200777,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1201916,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1203627,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1204527,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1205101,Excessive Lateral Movement,HIGH,U24@DOM1,C2987,Distinct destinations: 20
1208006,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1216921,Excessive Lateral Movement,HIGH,U24@DOM1,C612,Distinct destinations: 20
1217115,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1217531,Excessive Lateral Movement,HIGH,U24@DOM1,C612,Distinct destinations: 20
1218146,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1221369,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1221509,Excessive Lateral Movement,HIGH,U24@DOM1,C1790,Distinct destinations: 20
1222336,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1224121,Excessive Lateral Movement,HIGH,U24@DOM1,C2982,Distinct destinations: 20
1224154,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1225373,Excessive Lateral Movement,HIGH,U24@DOM1,U24,Distinct destinations: 20
1227483,Excessive Lateral Movement,HIGH,U24@DOM1,C457,Distinct destinations: 20
1230121,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1230955,Excessive Lateral Movement,HIGH,U24@DOM1,C2106,Distinct destinations: 20
1231052,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1231076,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1231229,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1232102,Excessive Lateral Movement,HIGH,U24@DOM1,U24,Distinct destinations: 20
1235652,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1235870,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1236928,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1238379,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1238736,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1238918,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1240317,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1240939,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1241418,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1242126,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1243112,Excessive Lateral Movement,HIGH,U24@DOM1,C1065,Distinct destinations: 20
1244595,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1246201,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1246225,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1247914,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1248721,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1249548,Excessive Lateral Movement,HIGH,U24@DOM1,C2225,Distinct destinations: 20
1250236,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1251962,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1253429,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1256535,Excessive Lateral Movement,HIGH,U24@DOM1,C1786,Distinct destinations: 20
1256902,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1258530,Excessive Lateral Movement,HIGH,U24@DOM1,C1500,Distinct destinations: 20
1259666,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1262179,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1263626,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1264579,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1268858,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1272721,Excessive Lateral Movement,HIGH,U24@DOM1,C612,Distinct destinations: 20
1273309,Excessive Lateral Movement,HIGH,U24@DOM1,C1770,Distinct destinations: 20
1273981,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1276351,Excessive Lateral Movement,HIGH,U24@DOM1,C529,Distinct destinations: 20
1276952,Excessive Lateral Movement,HIGH,U24@DOM1,C612,Distinct destinations: 20
1279332,Excessive Lateral Movement,HIGH,U24@DOM1,C1786,Distinct destinations: 20
1280858,Excessive Lateral Movement,HIGH,U24@DOM1,C2127,Distinct destinations: 20
1285325,Excessive Lateral Movement,HIGH,U24@DOM1,C2982,Distinct destinations: 20
1285522,Excessive Lateral Movement,HIGH,U24@DOM1,C1971,Distinct destinations: 20
1292760,Excessive Lateral Movement,HIGH,U24@DOM1,C1786,Distinct destinations: 20
1295182,Excessive Lateral Movement,HIGH,U24@DOM1,C1697,Distinct destinations: 20
1036803,Excessive Lateral Movement,HIGH,U292@DOM1,C1619,Distinct destinations: 30
1036862,Excessive Lateral Movement,HIGH,U292@DOM1,C527,Distinct destinations: 30
1036999,Excessive Lateral Movement,HIGH,U292@DOM1,C1794,Distinct destinations: 30
1037014,Excessive Lateral Movement,HIGH,U292@DOM1,C1115,Distinct destinations: 30
1037020,Excessive Lateral Movement,HIGH,U292@DOM1,C1968,Distinct destinations: 30
1037151,Excessive Lateral Movement,HIGH,U292@DOM1,C123,Distinct destinations: 30
1037292,Excessive Lateral Movement,HIGH,U292@DOM1,C539,Distinct destinations: 30
1038487,Excessive Lateral Movement,HIGH,U292@DOM1,C527,Distinct destinations: 30
1038549,Excessive Lateral Movement,HIGH,U292@DOM1,C538,Distinct destinations: 30
1038554,Excessive Lateral Movement,HIGH,U292@DOM1,C1968,Distinct destinations: 30
1038619,Excessive Lateral Movement,HIGH,U292@DOM1,C1114,Distinct destinations: 30
1038901,Excessive Lateral Movement,HIGH,U292@DOM1,C2093,Distinct destinations: 30
1039096,Excessive Lateral Movement,HIGH,U292@DOM1,C538,Distinct destinations: 30
1039338,Excessive Lateral Movement,HIGH,U292@DOM1,C1115,Distinct destinations: 30
1039391,Excessive Lateral Movement,HIGH,U292@DOM1,C538,Distinct destinations: 30
1039415,Excessive Lateral Movement,HIGH,U292@DOM1,C1795,Distinct destinations: 30
1039562,Excessive Lateral Movement,HIGH,U292@DOM1,C1115,Distinct destinations: 30
1039569,Excessive Lateral Movement,HIGH,U292@DOM1,C527,Distinct destinations: 30
1039733,Excessive Lateral Movement,HIGH,U292@DOM1,C527,Distinct destinations: 30
1039999,Excessive Lateral Movement,HIGH,U292@DOM1,C538,Distinct destinations: 30
1040002,Excessive Lateral Movement,HIGH,U292@DOM1,C1617,Distinct destinations: 30
1040104,Excessive Lateral Movement,HIGH,U292@DOM1,C1737,Distinct destinations: 30
1040249,Excessive Lateral Movement,HIGH,U292@DOM1,C1766,Distinct destinations: 30
1040417,Excessive Lateral Movement,HIGH,U292@DOM1,C567,Distinct destinations: 30
